distancia	duracion	Selected	Cluster	Silhouette
5325.0	1439.0	No	C2	
5177.0	269.0	No	C2	
2012.0	688.0	No	C1	
1686.0	638.0	No	C1	
4418.0	1157.0	No	C1	
1667.0	785.0	No	C1	
8021.0	1761.0	No	C2	
1602.0	516.0	No	C1	
392.0	104.0	No	C1	
1743.0	558.0	No	C1	
4201.0	821.0	No	C1	
4705.0	1598.0	No	C1	
249.0	899.0	No	C1	
4952.0	1358.0	No	C2	
3796.0	931.0	No	C1	
577.0	267.0	No	C1	
5368.0	917.0	No	C2	
621.0	269.0	No	C1	
2485.0	740.0	No	C1	
5031.0	1446.0	No	C2	
1302.0	413.0	No	C1	
2552.0	635.0	No	C1	
12798.0	1682.0	No	C2	
1840.0	380.0	No	C1	
3387.0	823.0	No	C1	
4841.0	1174.0	No	C2	
1694.0	382.0	No	C1	
2359.0	655.0	No	C1	
1480.0	737.0	No	C1	
3859.0	1185.0	No	C1	
2302.0	605.0	No	C1	
5366.0	1142.0	No	C2	
9648.0	1879.0	No	C2	
3828.0	942.0	No	C1	
2996.0	893.0	No	C1	
14195.0	980.0	No	C2	
5638.0	1270.0	No	C2	
5204.0	1301.0	No	C2	
1930.0	623.0	No	C1	
1606.0	614.0	No	C1	
4027.0	992.0	No	C1	
4128.0	1102.0	No	C1	
4118.0	504.0	No	C1	
2148.0	643.0	No	C1	
4240.0	933.0	No	C1	
5968.0	984.0	No	C2	
3736.0	801.0	No	C1	
3514.0	952.0	No	C1	
688.0	256.0	No	C1	
3647.0	1058.0	No	C1	
6377.0	1346.0	No	C2	
4696.0	1219.0	No	C1	
6008.0	1405.0	No	C2	
9038.0	1461.0	No	C2	
6155.0	1308.0	No	C2	
3737.0	975.0	No	C1	
2430.0	788.0	No	C1	
6251.0	1478.0	No	C2	
1736.0	320.0	No	C1	
1064.0	278.0	No	C1	
4920.0	981.0	No	C2	
7724.0	1437.0	No	C2	
1511.0	983.0	No	C1	
3861.0	1099.0	No	C1	
8729.0	1477.0	No	C2	
4223.0	898.0	No	C1	
4999.0	1215.0	No	C2	
2931.0	1149.0	No	C1	
1637.0	916.0	No	C1	
3138.0	995.0	No	C1	
5.0	1031.0	No	C1	
1613.0	427.0	No	C1	
7577.0	1545.0	No	C2	
3116.0	815.0	No	C1	
2593.0	1360.0	No	C1	
5463.0	924.0	No	C2	
3967.0	1095.0	No	C1	
5507.0	1334.0	No	C2	
9101.0	1017.0	No	C2	
5597.0	1580.0	No	C2	
2727.0	900.0	No	C1	
4925.0	1236.0	No	C2	
4737.0	997.0	No	C1	
7555.0	1876.0	No	C2	
3980.0	1085.0	No	C1	
2738.0	702.0	No	C1	
4566.0	1047.0	No	C1	
1607.0	492.0	No	C1	
5267.0	1329.0	No	C2	
2128.0	650.0	No	C1	
880.0	321.0	No	C1	
2937.0	990.0	No	C1	
7640.0	1456.0	No	C2	
10167.0	2160.0	No	C2	
1856.0	596.0	No	C1	
6081.0	1604.0	No	C2	
2455.0	399.0	No	C1	
6177.0	1146.0	No	C2	
4846.0	841.0	No	C1	
6076.0	1158.0	No	C2	
8429.0	1453.0	No	C2	
1267.0	497.0	No	C1	
4729.0	577.0	No	C1	
9936.0	1383.0	No	C2	
6566.0	1525.0	No	C2	
7755.0	1593.0	No	C2	
2493.0	716.0	No	C1	
2775.0	612.0	No	C1	
1793.0	484.0	No	C1	
8565.0	1584.0	No	C2	
8.0	1372.0	No	C1	
7966.0	1909.0	No	C2	
4165.0	801.0	No	C1	
1145.0	316.0	No	C1	
3565.0	1142.0	No	C1	
4580.0	1108.0	No	C1	
6835.0	1545.0	No	C2	
3506.0	916.0	No	C1	
6670.0	1382.0	No	C2	
10020.0	1891.0	No	C2	
1763.0	512.0	No	C1	
7073.0	1531.0	No	C2	
2318.0	751.0	No	C1	
2120.0	788.0	No	C1	
6741.0	1637.0	No	C2	
3648.0	694.0	No	C1	
1499.0	513.0	No	C1	
5163.0	1144.0	No	C2	
1310.0	293.0	No	C1	
1448.0	374.0	No	C1	
8789.0	726.0	No	C2	
343.0	133.0	No	C1	
3416.0	1073.0	No	C1	
3504.0	706.0	No	C1	
3794.0	1002.0	No	C1	
3574.0	1159.0	No	C1	
1588.0	618.0	No	C1	
3360.0	949.0	No	C1	
6850.0	1397.0	No	C2	
2546.0	687.0	No	C1	
6127.0	1004.0	No	C2	
2824.0	715.0	No	C1	
6339.0	1628.0	No	C2	
3845.0	1083.0	No	C1	
6791.0	1282.0	No	C2	
3890.0	854.0	No	C1	
3207.0	1034.0	No	C1	
2523.0	633.0	No	C1	
4400.0	1274.0	No	C1	
5187.0	1012.0	No	C2	
2632.0	853.0	No	C1	
5239.0	1070.0	No	C2	
964.0	453.0	No	C1	
4019.0	1372.0	No	C1	
4507.0	1090.0	No	C1	
5202.0	1228.0	No	C2	
4102.0	663.0	No	C1	
5441.0	1255.0	No	C2	
7783.0	1519.0	No	C2	
4364.0	1136.0	No	C1	
6689.0	1653.0	No	C2	
4827.0	1226.0	No	C2	
3195.0	946.0	No	C1	
5742.0	1279.0	No	C2	
5533.0	1259.0	No	C2	
6946.0	1214.0	No	C2	
8472.0	1885.0	No	C2	
1904.0	672.0	No	C1	
2846.0	666.0	No	C1	
2591.0	606.0	No	C1	
3629.0	1040.0	No	C1	
3801.0	558.0	No	C1	
3109.0	759.0	No	C1	
10083.0	1761.0	No	C2	
2758.0	670.0	No	C1	
2174.0	744.0	No	C1	
15444.0	2502.0	No	C2	
4362.0	1208.0	No	C1	
4735.0	1266.0	No	C1	
6111.0	1099.0	No	C2	
5578.0	1424.0	No	C2	
953.0	284.0	No	C1	
1587.0	448.0	No	C1	
6900.0	1421.0	No	C2	
5136.0	1240.0	No	C2	
3109.0	1125.0	No	C1	
2729.0	571.0	No	C1	
1545.0	408.0	No	C1	
2084.0	632.0	No	C1	
4543.0	1123.0	No	C1	
1107.0	457.0	No	C1	
699.0	185.0	No	C1	
11.0	475.0	No	C1	
625.0	94.0	No	C1	
2181.0	569.0	No	C1	
4415.0	891.0	No	C1	
3690.0	935.0	No	C1	
5798.0	1430.0	No	C2	
5079.0	978.0	No	C2	
2124.0	570.0	No	C1	
3846.0	866.0	No	C1	
6322.0	1378.0	No	C2	
2230.0	571.0	No	C1	
2335.0	556.0	No	C1	
1340.0	451.0	No	C1	
1709.0	437.0	No	C1	
1793.0	484.0	No	C1	
6040.0	1158.0	No	C2	
3386.0	744.0	No	C1	
2031.0	436.0	No	C1	
6028.0	977.0	No	C2	
6105.0	958.0	No	C2	
2980.0	990.0	No	C1	
2156.0	723.0	No	C1	
6854.0	1770.0	No	C2	
8350.0	2302.0	No	C2	
1929.0	544.0	No	C1	
3524.0	782.0	No	C1	
1919.0	549.0	No	C1	
2544.0	588.0	No	C1	
2295.0	648.0	No	C1	
1619.0	553.0	No	C1	
772.0	271.0	No	C1	
3563.0	1159.0	No	C1	
10.0	315.0	No	C1	
1083.0	292.0	No	C1	
2132.0	621.0	No	C1	
3994.0	1005.0	No	C1	
3615.0	978.0	No	C1	
2488.0	685.0	No	C1	
2009.0	401.0	No	C1	
1208.0	384.0	No	C1	
1247.0	345.0	No	C1	
6170.0	1475.0	No	C2	
5279.0	1166.0	No	C2	
5340.0	1429.0	No	C2	
4491.0	1351.0	No	C1	
8742.0	1917.0	No	C2	
1439.0	404.0	No	C1	
7983.0	1721.0	No	C2	
3311.0	817.0	No	C1	
5758.0	1303.0	No	C2	
3905.0	851.0	No	C1	
3177.0	895.0	No	C1	
2100.0	579.0	No	C1	
2492.0	571.0	No	C1	
1758.0	477.0	No	C1	
1788.0	588.0	No	C1	
1645.0	475.0	No	C1	
8111.0	1644.0	No	C2	
8598.0	1637.0	No	C2	
4668.0	1493.0	No	C1	
2792.0	760.0	No	C1	
5135.0	1312.0	No	C2	
5773.0	1260.0	No	C2	
7482.0	1280.0	No	C2	
8639.0	1345.0	No	C2	
2109.0	521.0	No	C1	
6044.0	1038.0	No	C2	
5954.0	1614.0	No	C2	
7221.0	1803.0	No	C2	
13.0	1266.0	No	C1	
2640.0	729.0	No	C1	
4887.0	1006.0	No	C2	
1917.0	651.0	No	C1	
6052.0	1079.0	No	C2	
2360.0	796.0	No	C1	
4565.0	883.0	No	C1	
3773.0	1043.0	No	C1	
2591.0	697.0	No	C1	
27117.0	1893.0	No	C2	
3372.0	765.0	No	C1	
6960.0	1077.0	No	C2	
4780.0	1334.0	No	C1	
4349.0	1043.0	No	C1	
1276.0	320.0	No	C1	
937.0	394.0	No	C1	
2776.0	745.0	No	C1	
6297.0	1320.0	No	C2	
11658.0	1641.0	No	C2	
3412.0	950.0	No	C1	
793.0	248.0	No	C1	
3391.0	866.0	No	C1	
7288.0	1273.0	No	C2	
3318.0	1048.0	No	C1	
1169.0	563.0	No	C1	
2463.0	559.0	No	C1	
4595.0	1221.0	No	C1	
2330.0	564.0	No	C1	
2685.0	555.0	No	C1	
8162.0	1430.0	No	C2	
3661.0	874.0	No	C1	
6133.0	1371.0	No	C2	
1511.0	530.0	No	C1	
1576.0	490.0	No	C1	
3889.0	903.0	No	C1	
2843.0	706.0	No	C1	
1240.0	484.0	No	C1	
3945.0	1194.0	No	C1	
3456.0	726.0	No	C1	
599.0	305.0	No	C1	
76.0	318.0	No	C1	
5277.0	1313.0	No	C2	
1415.0	401.0	No	C1	
969.0	664.0	No	C1	
7846.0	676.0	No	C2	
938.0	459.0	No	C1	
15644.0	2026.0	No	C2	
1780.0	461.0	No	C1	
2341.0	867.0	No	C1	
1848.0	410.0	No	C1	
5719.0	1428.0	No	C2	
5680.0	1214.0	No	C2	
5351.0	1142.0	No	C2	
2860.0	881.0	No	C1	
1924.0	604.0	No	C1	
5862.0	1638.0	No	C2	
2224.0	411.0	No	C1	
5850.0	880.0	No	C2	
4975.0	1440.0	No	C2	
4333.0	796.0	No	C1	
641.0	361.0	No	C1	
1534.0	424.0	No	C1	
4079.0	1021.0	No	C1	
2512.0	719.0	No	C1	
8117.0	1568.0	No	C2	
885.0	308.0	No	C1	
1388.0	487.0	No	C1	
3281.0	997.0	No	C1	
11.0	459.0	No	C1	
3801.0	839.0	No	C1	
2170.0	746.0	No	C1	
6511.0	1153.0	No	C2	
4297.0	1121.0	No	C1	
3008.0	731.0	No	C1	
6511.0	1425.0	No	C2	
3671.0	979.0	No	C1	
1900.0	549.0	No	C1	
6357.0	1575.0	No	C2	
3007.0	505.0	No	C1	
1042.0	767.0	No	C1	
1629.0	553.0	No	C1	
2582.0	809.0	No	C1	
18.0	315.0	No	C1	
1981.0	401.0	No	C1	
4583.0	271.0	No	C1	
3264.0	756.0	No	C1	
2132.0	621.0	No	C1	
1172.0	384.0	No	C1	
3713.0	815.0	No	C1	
2001.0	590.0	No	C1	
6864.0	977.0	No	C2	
4234.0	1097.0	No	C1	
1257.0	327.0	No	C1	
7176.0	1298.0	No	C2	
2420.0	611.0	No	C1	
2127.0	475.0	No	C1	
9689.0	1612.0	No	C2	
2370.0	677.0	No	C1	
7446.0	1541.0	No	C2	
1029.0	332.0	No	C1	
4479.0	1351.0	No	C1	
2926.0	604.0	No	C1	
14463.0	1695.0	No	C2	
3303.0	817.0	No	C1	
7242.0	984.0	No	C2	
6033.0	1092.0	No	C2	
7796.0	1506.0	No	C2	
1205.0	388.0	No	C1	
7753.0	1272.0	No	C2	
7633.0	1294.0	No	C2	
1666.0	521.0	No	C1	
2224.0	664.0	No	C1	
7988.0	1678.0	No	C2	
4448.0	507.0	No	C1	
2033.0	474.0	No	C1	
4165.0	1176.0	No	C1	
3426.0	849.0	No	C1	
1881.0	525.0	No	C1	
8088.0	1522.0	No	C2	
8025.0	1670.0	No	C2	
4984.0	1412.0	No	C2	
1845.0	426.0	No	C1	
2015.0	541.0	No	C1	
1178.0	435.0	No	C1	
2897.0	760.0	No	C1	
2037.0	537.0	No	C1	
5650.0	1360.0	No	C2	
4413.0	1303.0	No	C1	
4885.0	1006.0	No	C2	
4498.0	1198.0	No	C1	
2692.0	775.0	No	C1	
3109.0	812.0	No	C1	
4.0	640.0	No	C1	
3147.0	780.0	No	C1	
1309.0	1476.0	No	C1	
163.0	1133.0	No	C1	
1845.0	643.0	No	C1	
2860.0	777.0	No	C1	
2613.0	922.0	No	C1	
3566.0	1048.0	No	C1	
12327.0	1483.0	No	C2	
2506.0	1021.0	No	C1	
3058.0	537.0	No	C1	
3548.0	758.0	No	C1	
2345.0	591.0	No	C1	
1005.0	398.0	No	C1	
14495.0	1634.0	No	C2	
1188.0	435.0	No	C1	
3143.0	726.0	No	C1	
999.0	327.0	No	C1	
2725.0	489.0	No	C1	
7626.0	1510.0	No	C2	
1034.0	1418.0	No	C1	
9351.0	1602.0	No	C2	
4727.0	1338.0	No	C1	
7052.0	1298.0	No	C2	
3651.0	1052.0	No	C1	
4566.0	1066.0	No	C1	
7205.0	1266.0	No	C2	
1398.0	405.0	No	C1	
3065.0	946.0	No	C1	
3415.0	983.0	No	C1	
869.0	316.0	No	C1	
1002.0	349.0	No	C1	
5200.0	1317.0	No	C2	
4137.0	999.0	No	C1	
3150.0	510.0	No	C1	
3510.0	747.0	No	C1	
3133.0	674.0	No	C1	
10257.0	2130.0	No	C2	
2635.0	832.0	No	C1	
1577.0	403.0	No	C1	
6659.0	1411.0	No	C2	
2787.0	754.0	No	C1	
2666.0	773.0	No	C1	
1490.0	426.0	No	C1	
1954.0	718.0	No	C1	
7816.0	1493.0	No	C2	
4258.0	836.0	No	C1	
2114.0	647.0	No	C1	
4420.0	1239.0	No	C1	
5742.0	1192.0	No	C2	
4022.0	737.0	No	C1	
12051.0	1940.0	No	C2	
2204.0	543.0	No	C1	
4177.0	1062.0	No	C1	
3388.0	803.0	No	C1	
6383.0	1144.0	No	C2	
6610.0	1798.0	No	C2	
1407.0	526.0	No	C1	
1308.0	539.0	No	C1	
4068.0	930.0	No	C1	
8139.0	1484.0	No	C2	
4097.0	1206.0	No	C1	
1598.0	516.0	No	C1	
7051.0	1535.0	No	C2	
4182.0	1062.0	No	C1	
7056.0	1464.0	No	C2	
4131.0	998.0	No	C1	
1637.0	434.0	No	C1	
3817.0	839.0	No	C1	
2171.0	746.0	No	C1	
3784.0	935.0	No	C1	
1919.0	549.0	No	C1	
8774.0	1947.0	No	C2	
3424.0	926.0	No	C1	
8337.0	1644.0	No	C2	
6113.0	1476.0	No	C2	
2531.0	809.0	No	C1	
886.0	275.0	No	C1	
9.0	315.0	No	C1	
4578.0	1116.0	No	C1	
2488.0	685.0	No	C1	
2136.0	621.0	No	C1	
6735.0	977.0	No	C2	
1607.0	553.0	No	C1	
3293.0	851.0	No	C1	
1827.0	716.0	No	C1	
6154.0	1183.0	No	C2	
1193.0	446.0	No	C1	
3256.0	755.0	No	C1	
2322.0	677.0	No	C1	
4482.0	1351.0	No	C1	
79.0	1030.0	No	C1	
3681.0	1025.0	No	C1	
3319.0	817.0	No	C1	
1655.0	475.0	No	C1	
7192.0	1584.0	No	C2	
789.0	224.0	No	C1	
2608.0	640.0	No	C1	
1179.0	435.0	No	C1	
1834.0	543.0	No	C1	
786.0	1158.0	No	C1	
2730.0	560.0	No	C1	
4879.0	1002.0	No	C2	
7299.0	1370.0	No	C2	
1619.0	510.0	No	C1	
1478.0	444.0	No	C1	
3246.0	744.0	No	C1	
5779.0	1299.0	No	C2	
1652.0	567.0	No	C1	
3568.0	1159.0	No	C1	
1870.0	579.0	No	C1	
8618.0	1266.0	No	C2	
1396.0	407.0	No	C1	
2081.0	733.0	No	C1	
3411.0	728.0	No	C1	
2526.0	696.0	No	C1	
4494.0	855.0	No	C1	
4768.0	1195.0	No	C1	
6672.0	1339.0	No	C2	
4359.0	1087.0	No	C1	
5792.0	1698.0	No	C2	
3501.0	983.0	No	C1	
3253.0	1017.0	No	C1	
2614.0	707.0	No	C1	
2538.0	744.0	No	C1	
2061.0	530.0	No	C1	
7697.0	1875.0	No	C2	
18669.0	1789.0	No	C2	
5509.0	1244.0	No	C2	
2242.0	640.0	No	C1	
2502.0	611.0	No	C1	
6940.0	1273.0	No	C2	
2724.0	489.0	No	C1	
5442.0	1438.0	No	C2	
4221.0	1054.0	No	C1	
3818.0	723.0	No	C1	
4881.0	1067.0	No	C2	
3669.0	874.0	No	C1	
3038.0	853.0	No	C1	
5779.0	1410.0	No	C2	
3155.0	674.0	No	C1	
3101.0	770.0	No	C1	
1137.0	416.0	No	C1	
2830.0	664.0	No	C1	
7057.0	1592.0	No	C2	
2738.0	611.0	No	C1	
4472.0	1220.0	No	C1	
6972.0	1249.0	No	C2	
3724.0	893.0	No	C1	
3815.0	849.0	No	C1	
7173.0	1436.0	No	C2	
1453.0	426.0	No	C1	
3618.0	728.0	No	C1	
4008.0	830.0	No	C1	
4037.0	1026.0	No	C1	
4911.0	1289.0	No	C2	
5950.0	1417.0	No	C2	
3178.0	708.0	No	C1	
1216.0	494.0	No	C1	
1635.0	450.0	No	C1	
8962.0	1518.0	No	C2	
5163.0	1032.0	No	C2	
1737.0	475.0	No	C1	
2145.0	439.0	No	C1	
1099.0	360.0	No	C1	
1988.0	643.0	No	C1	
3196.0	520.0	No	C1	
8.0	475.0	No	C1	
2773.0	592.0	No	C1	
1956.0	718.0	No	C1	
5702.0	1235.0	No	C2	
3307.0	1000.0	No	C1	
2572.0	668.0	No	C1	
5078.0	1249.0	No	C2	
949.0	274.0	No	C1	
2312.0	607.0	No	C1	
2770.0	819.0	No	C1	
4659.0	1126.0	No	C1	
1323.0	741.0	No	C1	
7187.0	1429.0	No	C2	
1921.0	604.0	No	C1	
3758.0	1064.0	No	C1	
5239.0	1139.0	No	C2	
5787.0	1527.0	No	C2	
14317.0	1471.0	No	C2	
7829.0	1704.0	No	C2	
5430.0	1256.0	No	C2	
6386.0	1754.0	No	C2	
1957.0	623.0	No	C1	
3523.0	828.0	No	C1	
12078.0	1932.0	No	C2	
3978.0	776.0	No	C1	
5199.0	1179.0	No	C2	
6320.0	1636.0	No	C2	
5229.0	1335.0	No	C2	
5777.0	1208.0	No	C2	
8857.0	2051.0	No	C2	
4852.0	1221.0	No	C2	
3824.0	1024.0	No	C1	
5386.0	564.0	No	C2	
2695.0	615.0	No	C1	
5925.0	1265.0	No	C2	
5425.0	1108.0	No	C2	
5065.0	1392.0	No	C2	
3804.0	839.0	No	C1	
2169.0	746.0	No	C1	
7574.0	2014.0	No	C2	
6365.0	1728.0	No	C2	
7431.0	1411.0	No	C2	
3756.0	935.0	No	C1	
1805.0	549.0	No	C1	
1028.0	277.0	No	C1	
3893.0	1001.0	No	C1	
1534.0	548.0	No	C1	
2524.0	595.0	No	C1	
7270.0	1259.0	No	C2	
3028.0	844.0	No	C1	
10.0	315.0	No	C1	
9544.0	1698.0	No	C2	
1657.0	553.0	No	C1	
4270.0	932.0	No	C1	
5351.0	1354.0	No	C2	
6572.0	977.0	No	C2	
4463.0	948.0	No	C1	
4156.0	826.0	No	C1	
1755.0	598.0	No	C1	
1082.0	416.0	No	C1	
2137.0	621.0	No	C1	
10038.0	2085.0	No	C2	
1955.0	630.0	No	C1	
3375.0	951.0	No	C1	
2925.0	604.0	No	C1	
3319.0	817.0	No	C1	
7925.0	1721.0	No	C2	
1197.0	388.0	No	C1	
1286.0	494.0	No	C1	
7312.0	1370.0	No	C2	
1517.0	628.0	No	C1	
2486.0	571.0	No	C1	
3345.0	869.0	No	C1	
7185.0	1584.0	No	C2	
7782.0	1271.0	No	C2	
1678.0	588.0	No	C1	
6030.0	1092.0	No	C2	
3678.0	1014.0	No	C1	
2106.0	501.0	No	C1	
4418.0	782.0	No	C1	
5033.0	824.0	No	C2	
3011.0	902.0	No	C1	
5724.0	1260.0	No	C2	
15.0	640.0	No	C1	
7478.0	1280.0	No	C2	
2780.0	633.0	No	C1	
3541.0	845.0	No	C1	
220.0	2219.0	No	C1	
3125.0	872.0	No	C1	
1574.0	472.0	No	C1	
5575.0	1348.0	No	C2	
5259.0	1006.0	No	C2	
2210.0	1050.0	No	C1	
2733.0	654.0	No	C1	
1579.0	552.0	No	C1	
4696.0	974.0	No	C1	
3919.0	1119.0	No	C1	
3030.0	546.0	No	C1	
3778.0	953.0	No	C1	
4318.0	1009.0	No	C1	
3902.0	821.0	No	C1	
2316.0	562.0	No	C1	
1861.0	733.0	No	C1	
1952.0	692.0	No	C1	
4323.0	991.0	No	C1	
103.0	1226.0	No	C1	
6720.0	765.0	No	C2	
3533.0	917.0	No	C1	
3641.0	875.0	No	C1	
2566.0	688.0	No	C1	
6796.0	1374.0	No	C2	
3557.0	1003.0	No	C1	
6343.0	1079.0	No	C2	
1472.0	741.0	No	C1	
7314.0	1509.0	No	C2	
2182.0	1167.0	No	C1	
6062.0	1535.0	No	C2	
4114.0	1235.0	No	C1	
984.0	304.0	No	C1	
1670.0	464.0	No	C1	
7295.0	1558.0	No	C2	
844.0	306.0	No	C1	
3021.0	946.0	No	C1	
4210.0	1017.0	No	C1	
6151.0	1319.0	No	C2	
7012.0	1787.0	No	C2	
2341.0	704.0	No	C1	
4075.0	1150.0	No	C1	
4979.0	906.0	No	C2	
2478.0	1101.0	No	C1	
3632.0	1065.0	No	C1	
5040.0	1130.0	No	C2	
4453.0	1220.0	No	C1	
1745.0	518.0	No	C1	
2900.0	707.0	No	C1	
2680.0	390.0	No	C1	
3194.0	975.0	No	C1	
4747.0	1149.0	No	C1	
7783.0	1606.0	No	C2	
4198.0	1258.0	No	C1	
3268.0	813.0	No	C1	
5333.0	1265.0	No	C2	
1956.0	718.0	No	C1	
10594.0	1143.0	No	C2	
2268.0	692.0	No	C1	
5608.0	689.0	No	C2	
1111.0	448.0	No	C1	
5413.0	791.0	No	C2	
1312.0	475.0	No	C1	
7025.0	1667.0	No	C2	
1324.0	596.0	No	C1	
4365.0	988.0	No	C1	
2380.0	774.0	No	C1	
1169.0	394.0	No	C1	
5674.0	1446.0	No	C2	
2148.0	597.0	No	C1	
2718.0	994.0	No	C1	
1789.0	520.0	No	C1	
1416.0	589.0	No	C1	
7082.0	1518.0	No	C2	
2463.0	701.0	No	C1	
2151.0	621.0	No	C1	
5333.0	858.0	No	C2	
312.0	308.0	No	C1	
1547.0	421.0	No	C1	
7008.0	1072.0	No	C2	
411.0	461.0	No	C1	
4688.0	1039.0	No	C1	
2893.0	764.0	No	C1	
1919.0	604.0	No	C1	
3761.0	1062.0	No	C1	
3069.0	805.0	No	C1	
4570.0	900.0	No	C1	
6322.0	1188.0	No	C2	
2305.0	824.0	No	C1	
1066.0	259.0	No	C1	
3066.0	922.0	No	C1	
1253.0	310.0	No	C1	
2895.0	1131.0	No	C1	
6827.0	1850.0	No	C2	
4891.0	1216.0	No	C2	
1895.0	377.0	No	C1	
2246.0	609.0	No	C1	
7343.0	2054.0	No	C2	
2916.0	664.0	No	C1	
6106.0	1688.0	No	C2	
2207.0	746.0	No	C1	
8045.0	1403.0	No	C2	
1934.0	499.0	No	C1	
421.0	292.0	No	C1	
2142.0	1024.0	No	C1	
2885.0	491.0	No	C1	
1055.0	277.0	No	C1	
1922.0	549.0	No	C1	
3539.0	833.0	No	C1	
8421.0	1152.0	No	C2	
6063.0	1281.0	No	C2	
5723.0	757.0	No	C2	
2539.0	809.0	No	C1	
1516.0	548.0	No	C1	
2874.0	775.0	No	C1	
10544.0	2001.0	No	C2	
10.0	650.0	No	C1	
2132.0	621.0	No	C1	
2492.0	685.0	No	C1	
6163.0	1183.0	No	C2	
3581.0	804.0	No	C1	
4251.0	906.0	No	C1	
1605.0	553.0	No	C1	
7484.0	1541.0	No	C2	
2332.0	590.0	No	C1	
1005.0	580.0	No	C1	
3422.0	728.0	No	C1	
2950.0	604.0	No	C1	
1779.0	512.0	No	C1	
3141.0	873.0	No	C1	
2979.0	433.0	No	C1	
3378.0	1135.0	No	C1	
2675.0	689.0	No	C1	
5969.0	1613.0	No	C2	
1207.0	388.0	No	C1	
3750.0	588.0	No	C1	
7693.0	1029.0	No	C2	
3572.0	956.0	No	C1	
2188.0	752.0	No	C1	
3041.0	789.0	No	C1	
4221.0	656.0	No	C1	
1324.0	412.0	No	C1	
2026.0	542.0	No	C1	
3938.0	807.0	No	C1	
1910.0	426.0	No	C1	
1881.0	583.0	No	C1	
1476.0	388.0	No	C1	
665.0	167.0	No	C1	
8709.0	1266.0	No	C2	
5949.0	1679.0	No	C2	
7039.0	1700.0	No	C2	
1955.0	534.0	No	C1	
2691.0	615.0	No	C1	
1382.0	407.0	No	C1	
6697.0	887.0	No	C2	
2263.0	1103.0	No	C1	
141.0	636.0	No	C1	
2694.0	555.0	No	C1	
1798.0	716.0	No	C1	
3365.0	968.0	No	C1	
6339.0	1478.0	No	C2	
7023.0	1535.0	No	C2	
2646.0	690.0	No	C1	
4759.0	953.0	No	C1	
2135.0	626.0	No	C1	
3485.0	866.0	No	C1	
5606.0	679.0	No	C2	
6693.0	1273.0	No	C2	
6693.0	1440.0	No	C2	
3346.0	1084.0	No	C1	
4979.0	1189.0	No	C2	
5422.0	1293.0	No	C2	
1437.0	504.0	No	C1	
800.0	229.0	No	C1	
2677.0	1042.0	No	C1	
2899.0	881.0	No	C1	
1739.0	836.0	No	C1	
2908.0	711.0	No	C1	
1764.0	453.0	No	C1	
3367.0	513.0	No	C1	
6753.0	1287.0	No	C2	
5016.0	1056.0	No	C2	
2616.0	648.0	No	C1	
1701.0	595.0	No	C1	
3660.0	874.0	No	C1	
7837.0	1551.0	No	C2	
10828.0	1249.0	No	C2	
3152.0	674.0	No	C1	
5951.0	1046.0	No	C2	
7190.0	1596.0	No	C2	
1043.0	279.0	No	C1	
1500.0	447.0	No	C1	
1709.0	490.0	No	C1	
2601.0	604.0	No	C1	
5324.0	1265.0	No	C2	
10998.0	1625.0	No	C2	
6206.0	1308.0	No	C2	
1522.0	466.0	No	C1	
5792.0	1112.0	No	C2	
6249.0	1591.0	No	C2	
8097.0	1632.0	No	C2	
2633.0	607.0	No	C1	
1616.0	704.0	No	C1	
6107.0	1304.0	No	C2	
821.0	510.0	No	C1	
3125.0	978.0	No	C1	
3519.0	967.0	No	C1	
2168.0	653.0	No	C1	
1506.0	432.0	No	C1	
1491.0	595.0	No	C1	
1761.0	718.0	No	C1	
3475.0	820.0	No	C1	
5238.0	1353.0	No	C2	
13128.0	1724.0	No	C2	
2310.0	420.0	No	C1	
2801.0	759.0	No	C1	
3793.0	947.0	No	C1	
3495.0	944.0	No	C1	
2017.0	549.0	No	C1	
1972.0	411.0	No	C1	
2625.0	749.0	No	C1	
5187.0	1081.0	No	C2	
4284.0	1318.0	No	C1	
134.0	188.0	No	C1	
6301.0	1715.0	No	C2	
1569.0	297.0	No	C1	
7328.0	1908.0	No	C2	
10037.0	1309.0	No	C2	
2736.0	758.0	No	C1	
5954.0	1219.0	No	C2	
3089.0	657.0	No	C1	
97.0	905.0	No	C1	
3359.0	832.0	No	C1	
2584.0	733.0	No	C1	
3131.0	908.0	No	C1	
1434.0	477.0	No	C1	
4195.0	1000.0	No	C1	
852.0	433.0	No	C1	
1700.0	473.0	No	C1	
1491.0	489.0	No	C1	
6064.0	1473.0	No	C2	
1465.0	510.0	No	C1	
5150.0	1032.0	No	C2	
6516.0	1068.0	No	C2	
7841.0	1352.0	No	C2	
2684.0	536.0	No	C1	
7601.0	1353.0	No	C2	
6061.0	1178.0	No	C2	
7784.0	1416.0	No	C2	
7224.0	1627.0	No	C2	
6426.0	1398.0	No	C2	
5760.0	399.0	No	C2	
4340.0	1025.0	No	C1	
4350.0	990.0	No	C1	
4059.0	892.0	No	C1	
2250.0	766.0	No	C1	
4751.0	1272.0	No	C1	
1681.0	593.0	No	C1	
7040.0	1601.0	No	C2	
3191.0	894.0	No	C1	
2078.0	651.0	No	C1	
5004.0	1446.0	No	C2	
7202.0	1771.0	No	C2	
836.0	447.0	No	C1	
