distancia	duracion	Selected	Cluster	Silhouette
2140.0	751.0	No	C1	
3510.0	636.0	No	C1	
3126.0	749.0	No	C1	
1775.0	534.0	No	C1	
3510.0	994.0	No	C1	
712.0	372.0	No	C1	
5241.0	1188.0	No	C2	
1157.0	393.0	No	C1	
9914.0	1630.0	No	C2	
6483.0	1725.0	No	C2	
5415.0	1114.0	No	C2	
4173.0	941.0	No	C1	
3341.0	1249.0	No	C1	
2486.0	1110.0	No	C1	
4452.0	1219.0	No	C1	
1092.0	379.0	No	C1	
3504.0	841.0	No	C1	
2183.0	414.0	No	C1	
7573.0	1680.0	No	C2	
4655.0	1080.0	No	C1	
2839.0	801.0	No	C1	
5426.0	1059.0	No	C2	
4770.0	1229.0	No	C1	
5091.0	1159.0	No	C2	
4167.0	995.0	No	C1	
5498.0	1260.0	No	C2	
2870.0	781.0	No	C1	
6365.0	1587.0	No	C2	
888.0	217.0	No	C1	
6156.0	1273.0	No	C2	
4746.0	1084.0	No	C1	
6040.0	1267.0	No	C2	
1782.0	469.0	No	C1	
6873.0	1717.0	No	C2	
4506.0	1354.0	No	C1	
2756.0	903.0	No	C1	
2916.0	628.0	No	C1	
3310.0	828.0	No	C1	
1295.0	456.0	No	C1	
5837.0	1180.0	No	C2	
9160.0	1533.0	No	C2	
3436.0	794.0	No	C1	
7097.0	1571.0	No	C2	
1306.0	395.0	No	C1	
4361.0	890.0	No	C1	
1994.0	512.0	No	C1	
3254.0	758.0	No	C1	
6299.0	1388.0	No	C2	
6378.0	1395.0	No	C2	
7465.0	1513.0	No	C2	
4203.0	1028.0	No	C1	
3175.0	906.0	No	C1	
5789.0	1582.0	No	C2	
1397.0	352.0	No	C1	
3788.0	785.0	No	C1	
2260.0	760.0	No	C1	
2281.0	624.0	No	C1	
1521.0	386.0	No	C1	
7286.0	1625.0	No	C2	
3407.0	963.0	No	C1	
1721.0	555.0	No	C1	
1530.0	609.0	No	C1	
864.0	483.0	No	C1	
2306.0	712.0	No	C1	
837.0	391.0	No	C1	
1532.0	710.0	No	C1	
2674.0	595.0	No	C1	
2898.0	773.0	No	C1	
3962.0	1022.0	No	C1	
1041.0	274.0	No	C1	
2.0	1013.0	No	C1	
2242.0	645.0	No	C1	
2349.0	832.0	No	C1	
2301.0	555.0	No	C1	
1411.0	431.0	No	C1	
7.0	298.0	No	C1	
8800.0	1149.0	No	C2	
1759.0	536.0	No	C1	
1773.0	394.0	No	C1	
4465.0	671.0	No	C1	
8633.0	1518.0	No	C2	
496.0	431.0	No	C1	
866.0	393.0	No	C1	
1926.0	464.0	No	C1	
2812.0	903.0	No	C1	
1975.0	760.0	No	C1	
1000.0	337.0	No	C1	
5813.0	1467.0	No	C2	
6577.0	1340.0	No	C2	
4398.0	985.0	No	C1	
7905.0	1478.0	No	C2	
1589.0	414.0	No	C1	
5743.0	1210.0	No	C2	
4941.0	1309.0	No	C2	
2102.0	528.0	No	C1	
3828.0	1030.0	No	C1	
5741.0	1292.0	No	C2	
4409.0	264.0	No	C1	
4130.0	1151.0	No	C1	
1971.0	532.0	No	C1	
8063.0	1837.0	No	C2	
556.0	563.0	No	C1	
1307.0	513.0	No	C1	
4275.0	944.0	No	C1	
2112.0	614.0	No	C1	
4160.0	1125.0	No	C1	
2649.0	805.0	No	C1	
6254.0	1586.0	No	C2	
1267.0	449.0	No	C1	
2720.0	566.0	No	C1	
5997.0	1439.0	No	C2	
4257.0	0.0	No	C1	
2841.0	728.0	No	C1	
4978.0	1361.0	No	C2	
2589.0	727.0	No	C1	
2783.0	815.0	No	C1	
2455.0	679.0	No	C1	
3615.0	655.0	No	C1	
1355.0	426.0	No	C1	
7816.0	1326.0	No	C2	
2241.0	592.0	No	C1	
7064.0	1713.0	No	C2	
9260.0	1619.0	No	C2	
7044.0	1406.0	No	C2	
11.0	154.0	No	C1	
5851.0	1565.0	No	C2	
7672.0	1817.0	No	C2	
2970.0	1048.0	No	C1	
1501.0	603.0	No	C1	
5466.0	1216.0	No	C2	
2696.0	720.0	No	C1	
3717.0	876.0	No	C1	
5158.0	1065.0	No	C2	
3264.0	1150.0	No	C1	
6044.0	670.0	No	C2	
2057.0	624.0	No	C1	
3606.0	752.0	No	C1	
3685.0	913.0	No	C1	
2068.0	802.0	No	C1	
10586.0	1634.0	No	C2	
6454.0	1740.0	No	C2	
1058.0	384.0	No	C1	
3812.0	806.0	No	C1	
2507.0	688.0	No	C1	
5136.0	1042.0	No	C2	
615.0	241.0	No	C1	
1044.0	272.0	No	C1	
1400.0	393.0	No	C1	
863.0	411.0	No	C1	
6079.0	1241.0	No	C2	
1855.0	734.0	No	C1	
3208.0	946.0	No	C1	
3517.0	832.0	No	C1	
1482.0	515.0	No	C1	
1832.0	582.0	No	C1	
1820.0	460.0	No	C1	
6175.0	1371.0	No	C2	
3472.0	1283.0	No	C1	
4655.0	1080.0	No	C1	
1631.0	579.0	No	C1	
3804.0	861.0	No	C1	
321.0	236.0	No	C1	
8137.0	2017.0	No	C2	
3660.0	906.0	No	C1	
6706.0	1745.0	No	C2	
4829.0	1231.0	No	C2	
4137.0	995.0	No	C1	
3885.0	799.0	No	C1	
1260.0	547.0	No	C1	
24.0	208.0	No	C1	
2877.0	781.0	No	C1	
994.0	297.0	No	C1	
2233.0	815.0	No	C1	
5427.0	1162.0	No	C2	
5640.0	1183.0	No	C2	
3652.0	936.0	No	C1	
1093.0	379.0	No	C1	
894.0	236.0	No	C1	
4646.0	1154.0	No	C1	
2765.0	748.0	No	C1	
2459.0	424.0	No	C1	
895.0	933.0	No	C1	
2920.0	628.0	No	C1	
1296.0	456.0	No	C1	
3313.0	828.0	No	C1	
9830.0	1161.0	No	C2	
3788.0	695.0	No	C1	
8058.0	1952.0	No	C2	
3039.0	796.0	No	C1	
2252.0	710.0	No	C1	
5950.0	1432.0	No	C2	
3534.0	1013.0	No	C1	
2257.0	558.0	No	C1	
8418.0	1246.0	No	C2	
934.0	275.0	No	C1	
1881.0	481.0	No	C1	
1283.0	344.0	No	C1	
3744.0	1147.0	No	C1	
6480.0	1235.0	No	C2	
13445.0	1624.0	No	C2	
3171.0	775.0	No	C1	
2694.0	715.0	No	C1	
5898.0	1607.0	No	C2	
2958.0	832.0	No	C1	
1827.0	428.0	No	C1	
7482.0	1320.0	No	C2	
1849.0	483.0	No	C1	
9048.0	1561.0	No	C2	
7410.0	1880.0	No	C2	
6003.0	1039.0	No	C2	
4294.0	1082.0	No	C1	
3732.0	936.0	No	C1	
6879.0	1294.0	No	C2	
13433.0	1554.0	No	C2	
4274.0	1196.0	No	C1	
4384.0	1272.0	No	C1	
8310.0	332.0	No	C2	
3770.0	1132.0	No	C1	
8459.0	1630.0	No	C2	
5940.0	1404.0	No	C2	
2569.0	622.0	No	C1	
13018.0	1306.0	No	C2	
6061.0	904.0	No	C2	
1181.0	384.0	No	C1	
3589.0	850.0	No	C1	
1424.0	453.0	No	C1	
3842.0	1298.0	No	C1	
4474.0	981.0	No	C1	
11081.0	2073.0	No	C2	
10092.0	1788.0	No	C2	
3180.0	742.0	No	C1	
2881.0	830.0	No	C1	
2169.0	537.0	No	C1	
1881.0	652.0	No	C1	
10352.0	1369.0	No	C2	
1421.0	409.0	No	C1	
1850.0	580.0	No	C1	
2860.0	719.0	No	C1	
2932.0	805.0	No	C1	
5963.0	1613.0	No	C2	
3184.0	780.0	No	C1	
5233.0	1169.0	No	C2	
3026.0	681.0	No	C1	
3169.0	685.0	No	C1	
4878.0	1239.0	No	C2	
6354.0	1462.0	No	C2	
6208.0	1272.0	No	C2	
1920.0	733.0	No	C1	
2474.0	642.0	No	C1	
1693.0	603.0	No	C1	
10117.0	1322.0	No	C2	
1311.0	424.0	No	C1	
1723.0	566.0	No	C1	
2797.0	978.0	No	C1	
1565.0	388.0	No	C1	
1754.0	374.0	No	C1	
903.0	472.0	No	C1	
4092.0	1410.0	No	C1	
433.0	575.0	No	C1	
4474.0	994.0	No	C1	
1328.0	789.0	No	C1	
3194.0	860.0	No	C1	
4246.0	1042.0	No	C1	
4659.0	1180.0	No	C1	
5746.0	1261.0	No	C2	
4562.0	1273.0	No	C1	
9396.0	1933.0	No	C2	
8447.0	1753.0	No	C2	
4848.0	940.0	No	C2	
2933.0	889.0	No	C1	
6562.0	1478.0	No	C2	
1591.0	516.0	No	C1	
1708.0	432.0	No	C1	
585.0	230.0	No	C1	
7687.0	1681.0	No	C2	
8599.0	1547.0	No	C2	
6466.0	1706.0	No	C2	
2893.0	851.0	No	C1	
1570.0	344.0	No	C1	
1964.0	525.0	No	C1	
725.0	256.0	No	C1	
1021.0	354.0	No	C1	
1297.0	581.0	No	C1	
1319.0	458.0	No	C1	
3603.0	881.0	No	C1	
6007.0	1354.0	No	C2	
5488.0	1166.0	No	C2	
8685.0	1903.0	No	C2	
5898.0	1562.0	No	C2	
4656.0	1080.0	No	C1	
3194.0	1173.0	No	C1	
4335.0	1331.0	No	C1	
2161.0	770.0	No	C1	
4435.0	901.0	No	C1	
6704.0	1744.0	No	C2	
5503.0	1039.0	No	C2	
5502.0	1260.0	No	C2	
6070.0	1522.0	No	C2	
4571.0	1284.0	No	C1	
4818.0	1021.0	No	C1	
11922.0	1351.0	No	C2	
3708.0	1716.0	No	C1	
6879.0	1728.0	No	C2	
7991.0	1750.0	No	C2	
2940.0	628.0	No	C1	
4452.0	1122.0	No	C1	
958.0	288.0	No	C1	
6391.0	1366.0	No	C2	
6584.0	997.0	No	C2	
11045.0	862.0	No	C2	
8112.0	1952.0	No	C2	
3432.0	794.0	No	C1	
1377.0	617.0	No	C1	
1481.0	442.0	No	C1	
1305.0	316.0	No	C1	
1517.0	374.0	No	C1	
6485.0	1235.0	No	C2	
6714.0	1739.0	No	C2	
2737.0	748.0	No	C1	
3575.0	1083.0	No	C1	
5317.0	1429.0	No	C2	
4825.0	1513.0	No	C2	
8198.0	1796.0	No	C2	
2188.0	611.0	No	C1	
1418.0	431.0	No	C1	
3041.0	796.0	No	C1	
3900.0	1123.0	No	C1	
3797.0	785.0	No	C1	
4722.0	874.0	No	C1	
7460.0	1320.0	No	C2	
2248.0	2126.0	No	C1	
5195.0	1422.0	No	C2	
9307.0	2048.0	No	C2	
1408.0	428.0	No	C1	
5847.0	1217.0	No	C2	
3963.0	1022.0	No	C1	
2339.0	710.0	No	C1	
2681.0	1019.0	No	C1	
6864.0	1582.0	No	C2	
3235.0	1076.0	No	C1	
4277.0	776.0	No	C1	
1449.0	485.0	No	C1	
4438.0	1108.0	No	C1	
6992.0	1234.0	No	C2	
3043.0	660.0	No	C1	
2228.0	710.0	No	C1	
4362.0	1116.0	No	C1	
59.0	1068.0	No	C1	
4804.0	1084.0	No	C1	
6722.0	1454.0	No	C2	
2842.0	884.0	No	C1	
3914.0	919.0	No	C1	
3538.0	1022.0	No	C1	
2142.0	939.0	No	C1	
4899.0	1251.0	No	C2	
4716.0	1073.0	No	C1	
5005.0	1052.0	No	C2	
4805.0	1099.0	No	C1	
1200.0	506.0	No	C1	
6784.0	1151.0	No	C2	
3200.0	839.0	No	C1	
5221.0	1149.0	No	C2	
978.0	307.0	No	C1	
1544.0	500.0	No	C1	
8314.0	1827.0	No	C2	
6591.0	1220.0	No	C2	
6658.0	1508.0	No	C2	
1186.0	652.0	No	C1	
5177.0	810.0	No	C2	
7794.0	1544.0	No	C2	
934.0	355.0	No	C1	
5050.0	803.0	No	C2	
3225.0	1063.0	No	C1	
2932.0	707.0	No	C1	
4841.0	1173.0	No	C2	
6687.0	1438.0	No	C2	
9197.0	1761.0	No	C2	
1304.0	815.0	No	C1	
4733.0	1286.0	No	C1	
917.0	372.0	No	C1	
7064.0	1586.0	No	C2	
4131.0	1150.0	No	C1	
2918.0	752.0	No	C1	
1399.0	482.0	No	C1	
1026.0	473.0	No	C1	
6168.0	1621.0	No	C2	
3984.0	949.0	No	C1	
1341.0	447.0	No	C1	
1726.0	562.0	No	C1	
3419.0	1005.0	No	C1	
2633.0	557.0	No	C1	
5594.0	1596.0	No	C2	
738.0	768.0	No	C1	
3174.0	939.0	No	C1	
752.0	287.0	No	C1	
3164.0	894.0	No	C1	
2726.0	914.0	No	C1	
1020.0	480.0	No	C1	
894.0	331.0	No	C1	
5704.0	1297.0	No	C2	
2580.0	708.0	No	C1	
2091.0	667.0	No	C1	
1312.0	338.0	No	C1	
1277.0	462.0	No	C1	
1460.0	415.0	No	C1	
8971.0	753.0	No	C2	
6594.0	1606.0	No	C2	
8961.0	1340.0	No	C2	
3395.0	476.0	No	C1	
6209.0	1523.0	No	C2	
2261.0	647.0	No	C1	
2320.0	878.0	No	C1	
5705.0	1270.0	No	C2	
12932.0	1097.0	No	C2	
761.0	218.0	No	C1	
7346.0	1805.0	No	C2	
3270.0	856.0	No	C1	
3941.0	790.0	No	C1	
2892.0	568.0	No	C1	
5618.0	942.0	No	C2	
1436.0	802.0	No	C1	
933.0	330.0	No	C1	
1023.0	561.0	No	C1	
2908.0	423.0	No	C1	
5312.0	855.0	No	C2	
3598.0	973.0	No	C1	
9164.0	1983.0	No	C2	
1285.0	439.0	No	C1	
3722.0	985.0	No	C1	
4874.0	1314.0	No	C2	
1847.0	491.0	No	C1	
1435.0	556.0	No	C1	
7053.0	1392.0	No	C2	
892.0	304.0	No	C1	
3366.0	817.0	No	C1	
6420.0	1565.0	No	C2	
5685.0	1044.0	No	C2	
702.0	188.0	No	C1	
6541.0	1082.0	No	C2	
8319.0	1460.0	No	C2	
4856.0	839.0	No	C1	
4498.0	1140.0	No	C1	
6389.0	1547.0	No	C2	
4131.0	1150.0	No	C1	
5850.0	1371.0	No	C2	
1221.0	461.0	No	C1	
2736.0	448.0	No	C1	
2709.0	803.0	No	C1	
5555.0	1488.0	No	C2	
3758.0	914.0	No	C1	
1887.0	537.0	No	C1	
47.0	460.0	No	C1	
4656.0	1080.0	No	C1	
1683.0	579.0	No	C1	
3433.0	1059.0	No	C1	
1783.0	468.0	No	C1	
3809.0	861.0	No	C1	
6189.0	1215.0	No	C2	
3889.0	1365.0	No	C1	
8585.0	2177.0	No	C2	
3556.0	925.0	No	C1	
3074.0	629.0	No	C1	
8633.0	1783.0	No	C2	
10299.0	1910.0	No	C2	
7268.0	1285.0	No	C2	
6489.0	1587.0	No	C2	
4099.0	1219.0	No	C1	
5440.0	1162.0	No	C2	
1250.0	361.0	No	C1	
8660.0	1556.0	No	C2	
2331.0	624.0	No	C1	
10767.0	2151.0	No	C2	
5330.0	1135.0	No	C2	
41.0	104.0	No	C1	
2229.0	592.0	No	C1	
1327.0	395.0	No	C1	
2728.0	748.0	No	C1	
7984.0	1750.0	No	C2	
8102.0	1952.0	No	C2	
2982.0	628.0	No	C1	
968.0	288.0	No	C1	
1299.0	456.0	No	C1	
3313.0	828.0	No	C1	
2584.0	796.0	No	C1	
5295.0	1012.0	No	C2	
3336.0	749.0	No	C1	
2128.0	794.0	No	C1	
1771.0	595.0	No	C1	
3947.0	1001.0	No	C1	
7359.0	1512.0	No	C2	
6991.0	1490.0	No	C2	
6736.0	1739.0	No	C2	
1857.0	480.0	No	C1	
6187.0	1474.0	No	C2	
6443.0	1235.0	No	C2	
699.0	579.0	No	C1	
7436.0	1478.0	No	C2	
5484.0	1473.0	No	C2	
1909.0	680.0	No	C1	
1876.0	577.0	No	C1	
7472.0	1322.0	No	C2	
1831.0	428.0	No	C1	
4777.0	1303.0	No	C1	
3466.0	1008.0	No	C1	
560.0	833.0	No	C1	
983.0	473.0	No	C1	
6001.0	1039.0	No	C2	
6126.0	1478.0	No	C2	
1671.0	476.0	No	C1	
2777.0	996.0	No	C1	
3671.0	936.0	No	C1	
7868.0	445.0	No	C2	
2419.0	649.0	No	C1	
2649.0	767.0	No	C1	
5022.0	927.0	No	C2	
7567.0	1804.0	No	C2	
12070.0	1830.0	No	C2	
2286.0	763.0	No	C1	
6420.0	1146.0	No	C2	
2673.0	735.0	No	C1	
9029.0	1770.0	No	C2	
2592.0	663.0	No	C1	
7436.0	1577.0	No	C2	
6704.0	1715.0	No	C2	
7796.0	1055.0	No	C2	
4878.0	888.0	No	C2	
5571.0	969.0	No	C2	
6304.0	1107.0	No	C2	
5477.0	1152.0	No	C2	
6884.0	1449.0	No	C2	
3440.0	1088.0	No	C1	
1599.0	414.0	No	C1	
1757.0	476.0	No	C1	
3471.0	1048.0	No	C1	
8101.0	979.0	No	C2	
7033.0	1261.0	No	C2	
4367.0	1041.0	No	C1	
1578.0	354.0	No	C1	
4547.0	1163.0	No	C1	
2854.0	712.0	No	C1	
2739.0	693.0	No	C1	
2118.0	662.0	No	C1	
2248.0	486.0	No	C1	
5966.0	1440.0	No	C2	
2863.0	570.0	No	C1	
3415.0	1045.0	No	C1	
2052.0	451.0	No	C1	
1645.0	512.0	No	C1	
3935.0	919.0	No	C1	
5905.0	898.0	No	C2	
3392.0	1029.0	No	C1	
6080.0	1494.0	No	C2	
1215.0	424.0	No	C1	
4062.0	556.0	No	C1	
1339.0	375.0	No	C1	
1880.0	633.0	No	C1	
2239.0	815.0	No	C1	
3098.0	969.0	No	C1	
3156.0	879.0	No	C1	
5996.0	1247.0	No	C2	
4429.0	986.0	No	C1	
4537.0	932.0	No	C1	
1855.0	471.0	No	C1	
3598.0	1111.0	No	C1	
2738.0	663.0	No	C1	
8984.0	1807.0	No	C2	
1044.0	277.0	No	C1	
3574.0	1092.0	No	C1	
4389.0	987.0	No	C1	
2605.0	480.0	No	C1	
2752.0	524.0	No	C1	
6482.0	1441.0	No	C2	
3502.0	1031.0	No	C1	
5287.0	1174.0	No	C2	
307.0	428.0	No	C1	
3474.0	764.0	No	C1	
2508.0	700.0	No	C1	
3154.0	954.0	No	C1	
5438.0	1426.0	No	C2	
6718.0	1662.0	No	C2	
1676.0	603.0	No	C1	
4391.0	1092.0	No	C1	
2446.0	693.0	No	C1	
4818.0	899.0	No	C1	
8514.0	1429.0	No	C2	
3102.0	1134.0	No	C1	
4287.0	1006.0	No	C1	
628.0	316.0	No	C1	
4214.0	1239.0	No	C1	
4217.0	946.0	No	C1	
6675.0	1274.0	No	C2	
1022.0	297.0	No	C1	
6463.0	1740.0	No	C2	
946.0	469.0	No	C1	
331.0	975.0	No	C1	
9488.0	2002.0	No	C2	
854.0	209.0	No	C1	
894.0	242.0	No	C1	
6235.0	1716.0	No	C2	
6387.0	1516.0	No	C2	
4078.0	885.0	No	C1	
4910.0	1168.0	No	C2	
1818.0	551.0	No	C1	
1310.0	0.0	No	C1	
5256.0	1213.0	No	C2	
747.0	315.0	No	C1	
4094.0	635.0	No	C1	
4889.0	1322.0	No	C2	
2204.0	567.0	No	C1	
8585.0	1491.0	No	C2	
846.0	267.0	No	C1	
1965.0	652.0	No	C1	
1582.0	468.0	No	C1	
2586.0	492.0	No	C1	
9119.0	1959.0	No	C2	
7104.0	1367.0	No	C2	
3186.0	918.0	No	C1	
5595.0	1198.0	No	C2	
1892.0	555.0	No	C1	
7139.0	1776.0	No	C2	
7109.0	1350.0	No	C2	
8607.0	1629.0	No	C2	
3454.0	847.0	No	C1	
4586.0	945.0	No	C1	
6117.0	1267.0	No	C2	
2673.0	695.0	No	C1	
2570.0	443.0	No	C1	
3360.0	851.0	No	C1	
2601.0	721.0	No	C1	
5970.0	1609.0	No	C2	
7436.0	1727.0	No	C2	
3196.0	755.0	No	C1	
2620.0	588.0	No	C1	
1933.0	415.0	No	C1	
2604.0	677.0	No	C1	
1370.0	400.0	No	C1	
5123.0	1066.0	No	C2	
4505.0	1283.0	No	C1	
2161.0	470.0	No	C1	
8737.0	1465.0	No	C2	
3373.0	590.0	No	C1	
3402.0	917.0	No	C1	
1955.0	522.0	No	C1	
7330.0	1820.0	No	C2	
1507.0	438.0	No	C1	
8608.0	1811.0	No	C2	
939.0	596.0	No	C1	
6152.0	1316.0	No	C2	
5659.0	1471.0	No	C2	
6473.0	1273.0	No	C2	
6819.0	1388.0	No	C2	
1812.0	709.0	No	C1	
3785.0	864.0	No	C1	
2005.0	673.0	No	C1	
2908.0	682.0	No	C1	
1233.0	400.0	No	C1	
3667.0	807.0	No	C1	
1482.0	602.0	No	C1	
1019.0	280.0	No	C1	
10186.0	1995.0	No	C2	
5699.0	1418.0	No	C2	
1965.0	782.0	No	C1	
696.0	361.0	No	C1	
3324.0	718.0	No	C1	
2828.0	804.0	No	C1	
2114.0	539.0	No	C1	
5226.0	1143.0	No	C2	
2870.0	697.0	No	C1	
9028.0	1152.0	No	C2	
27.0	1546.0	No	C1	
5438.0	1336.0	No	C2	
9993.0	1510.0	No	C2	
1907.0	556.0	No	C1	
4919.0	1327.0	No	C2	
3111.0	829.0	No	C1	
4226.0	895.0	No	C1	
4617.0	1092.0	No	C1	
2573.0	764.0	No	C1	
919.0	390.0	No	C1	
9522.0	947.0	No	C2	
10617.0	1343.0	No	C2	
3115.0	924.0	No	C1	
2186.0	635.0	No	C1	
4180.0	1181.0	No	C1	
5951.0	1421.0	No	C2	
8551.0	1248.0	No	C2	
1615.0	437.0	No	C1	
1070.0	352.0	No	C1	
12555.0	1739.0	No	C2	
4010.0	1253.0	No	C1	
1955.0	405.0	No	C1	
4317.0	1116.0	No	C1	
3599.0	1165.0	No	C1	
2584.0	826.0	No	C1	
3539.0	777.0	No	C1	
1258.0	562.0	No	C1	
624.0	1224.0	No	C1	
4841.0	1219.0	No	C2	
4373.0	1081.0	No	C1	
1784.0	556.0	No	C1	
1706.0	460.0	No	C1	
4899.0	1212.0	No	C2	
2621.0	705.0	No	C1	
6427.0	1371.0	No	C2	
1546.0	349.0	No	C1	
4656.0	1080.0	No	C1	
7596.0	1651.0	No	C2	
3404.0	962.0	No	C1	
2453.0	564.0	No	C1	
1789.0	632.0	No	C1	
3002.0	629.0	No	C1	
3820.0	1140.0	No	C1	
5467.0	1260.0	No	C2	
2371.0	741.0	No	C1	
4421.0	1162.0	No	C1	
6044.0	1267.0	No	C2	
7515.0	1547.0	No	C2	
6147.0	1223.0	No	C2	
6877.0	1717.0	No	C2	
4965.0	1309.0	No	C2	
3636.0	903.0	No	C1	
2233.0	592.0	No	C1	
3073.0	828.0	No	C1	
3003.0	769.0	No	C1	
4601.0	1083.0	No	C1	
3109.0	716.0	No	C1	
3416.0	733.0	No	C1	
1560.0	429.0	No	C1	
1309.0	395.0	No	C1	
1761.0	595.0	No	C1	
2688.0	903.0	No	C1	
6061.0	1116.0	No	C2	
1996.0	606.0	No	C1	
5291.0	1012.0	No	C2	
7303.0	1565.0	No	C2	
3424.0	794.0	No	C1	
37893.0	2857.0	No	C2	
1299.0	456.0	No	C1	
2287.0	558.0	No	C1	
1725.0	524.0	No	C1	
1396.0	352.0	No	C1	
2546.0	695.0	No	C1	
6887.0	1382.0	No	C2	
4621.0	1235.0	No	C1	
3048.0	796.0	No	C1	
4623.0	1518.0	No	C1	
10861.0	1676.0	No	C2	
2278.0	598.0	No	C1	
6467.0	1235.0	No	C2	
2350.0	792.0	No	C1	
5223.0	431.0	No	C2	
3231.0	909.0	No	C1	
8876.0	1838.0	No	C2	
1325.0	561.0	No	C1	
3334.0	943.0	No	C1	
2863.0	901.0	No	C1	
13.0	1161.0	No	C1	
2975.0	858.0	No	C1	
8154.0	2021.0	No	C2	
8444.0	1259.0	No	C2	
3665.0	952.0	No	C1	
1252.0	308.0	No	C1	
23287.0	2670.0	No	C2	
5326.0	1409.0	No	C2	
3242.0	685.0	No	C1	
3769.0	958.0	No	C1	
1008.0	423.0	No	C1	
3655.0	1138.0	No	C1	
3969.0	1019.0	No	C1	
4042.0	1117.0	No	C1	
2858.0	868.0	No	C1	
2076.0	810.0	No	C1	
7122.0	1586.0	No	C2	
5906.0	1649.0	No	C2	
8416.0	1246.0	No	C2	
1410.0	431.0	No	C1	
5102.0	1038.0	No	C2	
915.0	388.0	No	C1	
303.0	2314.0	No	C1	
6035.0	1024.0	No	C2	
5843.0	1404.0	No	C2	
2895.0	512.0	No	C1	
4007.0	1110.0	No	C1	
1900.0	451.0	No	C1	
3505.0	877.0	No	C1	
6090.0	1044.0	No	C2	
2204.0	773.0	No	C1	
730.0	232.0	No	C1	
888.0	378.0	No	C1	
2229.0	696.0	No	C1	
4507.0	1151.0	No	C1	
4535.0	1185.0	No	C1	
1440.0	445.0	No	C1	
4125.0	959.0	No	C1	
4874.0	1140.0	No	C2	
2805.0	206.0	No	C1	
5025.0	1433.0	No	C2	
2257.0	757.0	No	C1	
2966.0	749.0	No	C1	
3247.0	669.0	No	C1	
3100.0	1128.0	No	C1	
2833.0	868.0	No	C1	
5722.0	1347.0	No	C2	
2547.0	704.0	No	C1	
3806.0	1197.0	No	C1	
654.0	430.0	No	C1	
2828.0	707.0	No	C1	
354.0	112.0	No	C1	
4237.0	1006.0	No	C1	
5187.0	1185.0	No	C2	
3100.0	808.0	No	C1	
1675.0	487.0	No	C1	
5636.0	1307.0	No	C2	
1494.0	418.0	No	C1	
2699.0	786.0	No	C1	
2158.0	658.0	No	C1	
1960.0	809.0	No	C1	
1518.0	535.0	No	C1	
7114.0	1617.0	No	C2	
7310.0	1754.0	No	C2	
1841.0	524.0	No	C1	
7142.0	866.0	No	C2	
2234.0	512.0	No	C1	
3648.0	698.0	No	C1	
3026.0	731.0	No	C1	
2894.0	844.0	No	C1	
7099.0	1711.0	No	C2	
474.0	340.0	No	C1	
5770.0	1519.0	No	C2	
503.0	164.0	No	C1	
3049.0	921.0	No	C1	
4732.0	1315.0	No	C1	
3078.0	1106.0	No	C1	
5095.0	1372.0	No	C2	
7199.0	1362.0	No	C2	
5630.0	1410.0	No	C2	
6341.0	1710.0	No	C2	
8282.0	1230.0	No	C2	
3370.0	779.0	No	C1	
2516.0	708.0	No	C1	
2602.0	675.0	No	C1	
2622.0	715.0	No	C1	
3834.0	1249.0	No	C1	
3627.0	879.0	No	C1	
1866.0	498.0	No	C1	
5010.0	1205.0	No	C2	
3207.0	695.0	No	C1	
1129.0	352.0	No	C1	
1399.0	472.0	No	C1	
6822.0	1490.0	No	C2	
6114.0	1243.0	No	C2	
1926.0	662.0	No	C1	
3124.0	929.0	No	C1	
3808.0	1150.0	No	C1	
3573.0	968.0	No	C1	
1736.0	480.0	No	C1	
4181.0	1213.0	No	C1	
1224.0	338.0	No	C1	
4052.0	1056.0	No	C1	
66.0	1412.0	No	C1	
5165.0	1162.0	No	C2	
1392.0	575.0	No	C1	
2865.0	791.0	No	C1	
1994.0	584.0	No	C1	
1490.0	542.0	No	C1	
4147.0	1041.0	No	C1	
5059.0	1270.0	No	C2	
3324.0	984.0	No	C1	
1441.0	484.0	No	C1	
7787.0	1952.0	No	C2	
5436.0	1322.0	No	C2	
7152.0	1735.0	No	C2	
9345.0	1863.0	No	C2	
4638.0	1092.0	No	C1	
2086.0	650.0	No	C1	
4233.0	1223.0	No	C1	
4920.0	1327.0	No	C2	
8158.0	1479.0	No	C2	
2629.0	654.0	No	C1	
1775.0	467.0	No	C1	
1014.0	434.0	No	C1	
6299.0	1532.0	No	C2	
5883.0	988.0	No	C2	
8777.0	2086.0	No	C2	
1935.0	684.0	No	C1	
2094.0	472.0	No	C1	
8395.0	1909.0	No	C2	
7453.0	1987.0	No	C2	
6125.0	937.0	No	C2	
3583.0	791.0	No	C1	
3579.0	788.0	No	C1	
1461.0	532.0	No	C1	
5886.0	1214.0	No	C2	
5692.0	1467.0	No	C2	
7331.0	1080.0	No	C2	
5446.0	1145.0	No	C2	
3344.0	970.0	No	C1	
3520.0	1021.0	No	C1	
2672.0	761.0	No	C1	
11375.0	2188.0	No	C2	
5421.0	1622.0	No	C2	
1888.0	568.0	No	C1	
5380.0	1309.0	No	C2	
8438.0	1609.0	No	C2	
1484.0	402.0	No	C1	
5349.0	1395.0	No	C2	
1302.0	426.0	No	C1	
3917.0	1037.0	No	C1	
4269.0	986.0	No	C1	
