Id Taxista R,Id Viaje R,Distancia,Duracion
295,4210,"4,524","1,290"
295,4305,"2,888",611
295,4517,894,213
295,5092,"5,655","1,485"
295,5096,"5,034","1,308"
295,5326,"4,729",577
295,5412,"2,084",632
295,5504,"3,412",950
295,5542,"5,851",880
295,5661,"1,954",718
295,5668,"12,052","1,940"
295,6160,"2,721",560
295,6163,"3,407",990
295,6241,"4,428","1,118"
295,6249,"6,840","1,397"
295,6275,"1,195",238
295,6595,"7,020","1,586"
295,6699,"7,721","1,584"
295,6993,"1,063",263
295,7000,"8,734","1,952"
295,7301,"6,393","1,543"
295,7346,"8,250","2,055"
295,7489,"2,919",731
295,7722,"2,161",606
295,8143,"2,284",587
295,8449,"1,363",300
295,8755,"1,194",559
295,8897,"4,647",856
295,9089,"3,741",874
295,9344,"2,224",841
295,9363,"2,200",557
295,9451,"3,978",907
295,9460,"4,358",820
295,9547,"4,243","1,238"
295,9602,"2,055",511
295,9633,"2,153",568
295,9817,"1,669",467
295,9838,"4,366",817
295,10025,"4,583","1,065"
295,10106,"8,840","1,883"
295,10137,"2,917",753
295,10148,"3,650","1,050"
295,10286,"7,487","1,731"
295,10318,"1,288",491
295,10424,"2,101",849
295,10453,"2,870",554
295,10457,"6,033","1,068"
295,10638,"9,144","1,898"
295,10656,"8,834","1,818"
295,11036,"8,836","1,672"
295,11104,"2,036",500
295,11355,"10,092","1,788"
295,11379,"2,798",978
295,11538,"5,705","1,270"
295,11556,"1,847",491
295,11625,"1,876",577
295,11701,"3,475",764
295,12025,"11,375","2,188"
295,12103,"7,462","1,508"
295,12164,"1,791",506
295,12242,"4,608","1,421"
295,12312,"3,773",786
295,12350,"3,242",714
295,12502,"10,848","1,655"
295,12649,"1,675",413
295,12835,"2,376",597
295,12879,550,298
295,12975,"6,023","1,117"
295,13010,"1,334",353
295,13075,"5,967","1,342"
295,13108,"4,263","1,145"
295,13418,"5,009","1,034"
295,13422,"2,288",769
295,13516,"3,303",844
295,13750,"3,066",591
295,14486,"2,253",630
295,14525,"2,871",581
295,14617,"1,626",406
295,14621,"8,055","1,837"
295,14810,"6,105","1,572"
295,15213,"1,959",743
295,15487,"3,067",743
295,15574,"2,327",650
295,15581,"4,052","1,305"
295,15644,"5,123","1,029"
295,15657,"1,038",372
295,15979,"5,113","1,278"
295,16592,"2,797",768
295,17115,"2,277",494
295,17121,"1,503",484
295,17333,"1,957",743
295,17460,"2,561",576
295,18187,"4,022","1,199"
295,18198,"1,213",347
295,18221,"2,058",613
295,18264,"2,578",819
295,18350,"2,202",626
295,18585,"10,710","2,289"
295,19020,890,309
295,19023,9,227
142,718,"5,712","1,517"
142,724,"1,625",550
142,771,"9,160","2,047"
142,2108,"1,660",549
142,2685,"3,240",754
142,2709,"1,928",664
142,3051,"3,765",925
142,3071,"5,321",950
142,3466,"4,838","1,220"
142,3577,"3,765",925
142,3794,"3,761",925
142,3843,"1,213",428
142,4389,"3,768",935
142,4509,"2,917",604
142,4777,"3,571",758
142,4893,759,271
142,5437,"2,157",723
142,5438,"6,854","1,770"
142,5446,772,271
142,5452,"3,615",978
142,5478,"5,774","1,260"
142,5570,"3,265",756
142,5589,"7,243",984
142,5689,"8,774","1,947"
142,5836,"1,658",553
142,5971,"8,046","1,403"
142,6779,"6,161","1,520"
142,6918,"3,763",935
142,6925,"6,608","1,102"
142,7058,"6,285","1,102"
142,7065,"2,321",677
142,7541,"1,631",598
142,7746,"4,605","1,130"
142,7781,"9,815","1,266"
142,7885,"1,075",399
142,7899,"2,091",501
142,7925,"4,446","1,277"
142,8019,"8,335","1,224"
142,8539,"1,921",559
142,8563,"3,296",825
142,8844,886,326
142,9145,891,286
142,9894,"7,137","1,820"
142,10071,"3,299",825
142,10187,"5,581","1,241"
142,10196,"13,780","1,240"
142,10346,735,290
142,12434,"5,068","1,278"
142,12450,"2,239",609
142,12481,"6,202","1,308"
142,12492,"6,711","1,417"
142,12573,"7,996","1,787"
142,12704,"2,888",653
142,12954,"5,340","1,188"
142,12966,"5,860","1,491"
142,13488,"4,137",991
142,13492,"3,040",841
142,13500,"3,363","1,044"
142,13627,"3,423",969
142,13778,"8,335","1,238"
142,13793,"3,042",841
142,14110,"3,110",876
142,14127,"5,250","1,549"
142,14137,"3,366",911
142,14175,"4,710",964
142,14858,"2,828",673
142,15004,"1,342",413
142,15020,"6,864","1,754"
142,15039,"3,611",731
142,15277,"2,081",296
142,15296,"3,953","1,106"
142,15887,"4,345","1,082"
142,15893,"2,861",777
142,16153,"3,067",591
142,16156,"1,590",565
142,16175,"5,864","1,149"
142,16298,"3,825","1,048"
142,16355,"7,489","1,435"
142,16471,"7,168","1,466"
142,16514,"5,774","1,576"
142,16522,"10,142","1,631"
142,17212,"5,981",978
142,17395,"3,383",981
142,17494,"3,067",594
142,17524,"2,690",916
142,17687,"3,417",942
142,17702,"1,792",618
142,17709,"6,041","1,348"
142,17729,"9,497","1,944"
142,17762,"9,110","1,885"
142,18470,"3,232",730
142,18617,"9,288","2,287"
142,18632,"1,251",378
142,18640,"1,291",378
142,19007,"2,056",487
105,336,"2,205",601
105,365,"5,110","1,046"
105,542,"4,055",831
105,688,"7,707","1,809"
105,714,"1,867",605
105,715,"6,114","1,664"
105,811,"4,461","1,009"
105,871,"2,799",495
105,970,"2,930","1,155"
105,1059,41,"1,683"
105,1076,"6,919","1,510"
105,1099,"4,974","1,213"
105,1408,"6,205","1,373"
105,1432,"5,217","1,224"
105,1456,"3,521","1,056"
105,1605,"6,111","1,391"
105,1858,"2,524",631
105,1871,"3,368","1,224"
105,2033,"4,262","1,007"
105,2202,"10,094","1,404"
105,2232,"4,567","1,144"
105,2262,"7,112","1,563"
105,2557,"3,700","1,007"
105,2638,"2,356",456
105,2652,"2,681",661
105,2924,"8,699","1,721"
105,2928,"8,780","1,343"
105,3179,"6,928","1,475"
105,3361,"2,578",781
105,3560,"2,416",818
105,3573,"2,777",771
105,3667,"8,065","1,608"
105,3681,"2,621",962
105,4077,"1,139",391
105,4222,115,"1,700"
105,4290,"7,283","1,699"
105,4379,"1,636",504
105,4474,"9,597","1,313"
105,4594,"3,602",753
105,4742,"2,142",746
105,4861,"5,342","1,241"
105,4868,"2,002",555
105,4879,"6,805","1,686"
105,5031,"3,987",854
105,5060,"6,018","1,490"
105,5088,"2,138",746
105,5246,"12,799","1,682"
105,5262,"1,930",623
105,5543,"4,975","1,440"
105,5805,"1,957",623
105,5809,"5,200","1,179"
105,5821,"3,804",839
105,6454,"2,826",888
105,6615,"12,571","1,887"
105,6642,"3,159",815
105,6669,"5,673","1,800"
105,6680,"3,763",856
105,6880,"6,505","1,447"
105,6904,"1,313",475
105,6910,"5,542","1,774"
105,7044,"3,806",839
105,7212,143,94
105,7425,"2,467",688
105,7428,"5,451","1,190"
105,7525,"4,207","1,122"
105,7842,"4,191","1,165"
105,7853,"8,322","1,477"
105,7965,"7,471","1,061"
105,8527,"3,369","1,048"
105,8657,"1,703",469
105,8931,"3,208",892
105,8932,"5,096","1,144"
105,8934,"2,301","1,024"
105,8938,"7,164","1,075"
105,9313,"1,808",315
105,9329,"1,073",320
105,9341,"1,984",747
105,9359,716,339
105,9430,25,"1,836"
105,9860,"2,667",801
105,10033,"1,800",456
105,10037,"5,470","1,055"
105,10147,"6,555","1,025"
105,10174,"1,423",616
105,10293,"5,982","1,430"
105,10336,"3,795",847
105,10881,"8,704","1,284"
105,10947,"1,291",618
105,10970,"3,977",873
105,11088,"5,991","1,628"
105,11143,"2,184",414
105,11149,"5,091","1,159"
105,11416,"3,195","1,173"
105,11561,"6,420","1,565"
105,11801,"4,227",895
105,11807,"3,115",924
105,12204,"2,321",637
105,12238,"1,489",537
105,12292,"5,509",971
105,12300,"2,455",695
105,12302,"5,200","1,285"
105,12418,"2,928",911
105,12676,"1,608",408
105,12690,"1,281",387
105,12941,"2,384",851
105,13150,"7,870",927
105,13239,"1,843",647
105,13255,"3,958",868
105,13621,"3,826",867
105,13888,"8,010","1,478"
105,14072,"2,431",495
105,14096,"4,653","1,084"
105,14262,928,448
105,14512,"4,448","1,351"
105,14557,"3,832",825
105,14708,"1,000",469
105,15209,"1,339",325
105,15247,"3,440","1,166"
105,15250,"4,261",314
105,15732,"1,767",530
105,15752,"1,506",488
105,16135,"10,349","1,845"
105,16296,"6,706","1,802"
105,16301,"5,030",775
105,16658,"1,939",419
105,16849,"3,295",851
105,16901,"1,128",437
105,17171,"5,303","1,630"
105,17185,"3,877","1,018"
105,17207,"1,126",502
105,17345,"2,626","1,061"
105,17678,"4,622",988
105,18188,"5,614","1,497"
105,18270,753,363
105,18278,"3,215",681
105,18285,754,269
105,18311,"26,763","2,239"
105,18436,"3,271",873
105,18778,"2,352",557
105,18807,"5,408","1,239"
105,18811,"2,034",594
105,18977,"4,383","1,155"
