Calculation1,Year of Fecha,Month of Fecha,Estacion,Lat,Long,PromedioPasajeros
385,2018,May,LAVALLE,-34.60176992,-58.37815578,"11,138"
386,2018,May,LEANDRO N. ALEM,-34.6029895,-58.36992985,"25,741"
387,2018,May,LIMA,-34.60909981,-58.3822324,"7,666"
388,2018,May,LORIA,-34.61078169,-58.41518571,"7,141"
389,2018,May,LOS INCAS,-34.58124885,-58.47424083,"10,208"
390,2018,May,MALABIA,-34.59896736,-58.4397715,"19,027"
391,2018,May,MARIANO MORENO,-34.61261728,-58.38044447,"8,433"
392,2018,May,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,742"
393,2018,May,MEDRANO,-34.6031649,-58.42096247,"16,656"
394,2018,May,MINISTRO CARRANZA,-34.57517836,-58.43501353,"11,022"
395,2018,May,OLLEROS,-34.57001231,-58.44466815,"11,980"
396,2018,May,ONCE,-34.60893524,-58.40603638,"12,226"
397,2018,May,PALERMO,-34.57842202,-58.42571144,"16,468"
398,2018,May,PASCO,-34.60964596,-58.39842699,"3,838"
399,2018,May,PASTEUR,-34.60464297,-58.39947426,"13,024"
400,2018,May,PATRICIOS,-34.63840599,-58.40579483,"9,497"
401,2018,May,PERU,-34.60855907,-58.37426773,"14,540"
402,2018,May,PICHINCHA,-34.62310987,-58.39706807,"2,324"
403,2018,May,PIEDRAS,-34.60888172,-58.37908515,"7,693"
404,2018,May,PLAZA DE MAYO,-34.60881031,-58.3709685,"19,831"
405,2018,May,PLAZA ITALIA,-34.58141119,-58.42119601,"10,642"
406,2018,May,PLAZA MISERERE,-34.60981725,-58.40670712,"13,324"
407,2018,May,PRIMERA JUNTA,-34.62040521,-58.44117763,"12,706"
408,2018,May,PUAN,-34.62352895,-58.44864765,"6,134"
409,2018,May,PUEYRREDON,-34.60458106,-58.40539944,"12,906"
410,2018,May,PUEYRREDON.D,-34.59442572,-58.40239534,"10,051"
411,2018,May,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"8,421"
412,2018,May,RETIRO,-34.59119381,-58.37401822,"40,475"
413,2018,May,RIO DE JANEIRO,-34.61520561,-58.42950032,"9,951"
414,2018,May,ROSAS,-34.57431891,-58.48638535,"26,103"
415,2018,May,SAN JOSE,-34.62233949,-58.38514855,"2,258"
416,2018,May,SAN JUAN,-34.62191673,-58.37992118,"5,466"
417,2018,May,SAN PEDRITO,-34.63070709,-58.46963963,"26,391"
418,2018,May,SANTA FE,-34.5945254,-58.40237618,"10,208"
419,2018,May,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"11,676"
420,2018,May,TRIBUNALES,-34.60158717,-58.38514236,"14,052"
421,2018,May,TRONADOR,-34.58409462,-58.4662272,"5,875"
422,2018,May,URQUIZA,-34.62465379,-58.40939078,"2,890"
423,2018,May,URUGUAY,-34.60409355,-58.38729613,"16,559"
424,2018,May,VARELA,-34.64013735,-58.45789176,"2,191"
425,2018,May,VENEZUELA,-34.61524215,-58.40473172,"6,893"
426,2018,June,9 DE JULIO,-34.6042452,-58.38057434,"7,127"
427,2018,June,ACOYTE,-34.61827997,-58.43642853,"11,618"
428,2018,June,AGUERO,-34.59162784,-58.40716132,"9,068"
429,2018,June,ALBERTI,-34.60983358,-58.40120753,"4,225"
430,2018,June,ANGEL GALLARDO,-34.60216223,-58.43127386,"11,506"
431,2018,June,AVENIDA DE MAYO,-34.60898331,-58.38061072,"4,899"
432,2018,June,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,198"
433,2018,June,BOEDO,-34.62536611,-58.41553282,"3,876"
434,2018,June,BOLIVAR,-34.60924243,-58.37368422,"10,473"
435,2018,June,BULNES,-34.58823711,-58.4112939,"14,097"
436,2018,June,CALLAO,-34.59963955,-58.39312518,"12,509"
437,2018,June,CALLAO.B,-34.60441954,-58.39231424,"12,792"
438,2018,June,CARABOBO,-34.62666659,-58.4567098,"9,676"
439,2018,June,CARLOS GARDEL,-34.60407952,-58.4117626,"12,584"
440,2018,June,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"17,968"
441,2018,June,CASEROS,-34.63575018,-58.39892759,"5,724"
442,2018,June,CASTRO BARROS,-34.61177023,-58.42181567,"7,875"
443,2018,June,CATEDRAL,-34.60780234,-58.37395581,"25,887"
444,2018,June,CONGRESO,-34.60922568,-58.39266882,"11,622"
445,2018,June,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"26,465"
446,2018,June,CONSTITUCION,-34.62761945,-58.38143443,"69,030"
447,2018,June,CORDOBA,-34.59845511,-58.4037215,"5,673"
448,2018,June,CORRIENTES,-34.6044902,-58.40545033,"5,904"
449,2018,June,DIAGONAL NORTE,-34.60484374,-58.37952998,"5,307"
450,2018,June,DORREGO,-34.59171815,-58.44757309,"8,971"
451,2018,June,ECHEVERRIA,-34.57779738,-58.4810135,"5,066"
452,2018,June,EMILIO MITRE,-34.63104184,-58.44217071,"4,698"
453,2018,June,ENTRE RIOS,-34.62271967,-58.3915117,"1,881"
454,2018,June,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"12,318"
455,2018,June,FEDERICO LACROZE,-34.58719785,-58.45502929,"23,296"
456,2018,June,FLORES,-34.62908723,-58.46354051,"10,015"
457,2018,June,FLORIDA,-34.60329729,-58.37507152,"14,896"
458,2018,June,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,273"
459,2018,June,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"8,078"
460,2018,June,HOSPITALES,-34.64126894,-58.41238515,"9,134"
461,2018,June,HUMBERTO I,-34.62309232,-58.40232273,"4,765"
462,2018,June,INCLAN,-34.62937566,-58.40096956,"4,109"
463,2018,June,INDEPENDENCIA,-34.6181256,-58.38017361,"10,130"
464,2018,June,INDEPENDENCIA,-34.61793739,-58.38153494,"10,130"
465,2018,June,JOSE HERNANDEZ,-34.56621524,-58.4521256,"10,171"
466,2018,June,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,173"
467,2018,June,JUJUY,-34.62386571,-58.40293658,"2,644"
468,2018,June,JURAMENTO,-34.56230909,-58.45648913,"14,430"
469,2018,June,LAS HERAS,-34.58746155,-58.39721558,"10,752"
470,2018,June,LAVALLE,-34.60176992,-58.37815578,"8,693"
471,2018,June,LEANDRO N. ALEM,-34.6029895,-58.36992985,"18,235"
472,2018,June,LIMA,-34.60909981,-58.3822324,"6,319"
473,2018,June,LORIA,-34.61078169,-58.41518571,"6,577"
474,2018,June,LOS INCAS,-34.58124885,-58.47424083,"7,730"
475,2018,June,MALABIA,-34.59896736,-58.4397715,"14,086"
476,2018,June,MARIANO MORENO,-34.61261728,-58.38044447,"6,490"
477,2018,June,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,482"
478,2018,June,MEDRANO,-34.6031649,-58.42096247,"12,983"
479,2018,June,MINISTRO CARRANZA,-34.57517836,-58.43501353,"9,892"
480,2018,June,OLLEROS,-34.57001231,-58.44466815,"10,766"
481,2018,June,ONCE,-34.60893524,-58.40603638,"11,582"
482,2018,June,PALERMO,-34.57842202,-58.42571144,"14,834"
483,2018,June,PASCO,-34.60964596,-58.39842699,"3,399"
484,2018,June,PASTEUR,-34.60464297,-58.39947426,"9,367"
485,2018,June,PATRICIOS,-34.63840599,-58.40579483,"8,071"
486,2018,June,PERU,-34.60855907,-58.37426773,"11,566"
487,2018,June,PICHINCHA,-34.62310987,-58.39706807,"1,991"
488,2018,June,PIEDRAS,-34.60888172,-58.37908515,"5,875"
489,2018,June,PLAZA DE MAYO,-34.60881031,-58.3709685,"15,272"
490,2018,June,PLAZA ITALIA,-34.58141119,-58.42119601,"10,564"
491,2018,June,PLAZA MISERERE,-34.60981725,-58.40670712,"12,342"
492,2018,June,PRIMERA JUNTA,-34.62040521,-58.44117763,"10,763"
493,2018,June,PUAN,-34.62352895,-58.44864765,"5,257"
494,2018,June,PUEYRREDON,-34.60458106,-58.40539944,"9,425"
495,2018,June,PUEYRREDON.D,-34.59442572,-58.40239534,"8,733"
496,2018,June,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"6,735"
497,2018,June,RETIRO,-34.59119381,-58.37401822,"35,432"
498,2018,June,RIO DE JANEIRO,-34.61520561,-58.42950032,"8,917"
499,2018,June,ROSAS,-34.57431891,-58.48638535,"19,263"
500,2018,June,SAN JOSE,-34.62233949,-58.38514855,"1,997"
501,2018,June,SAN JUAN,-34.62191673,-58.37992118,"4,616"
502,2018,June,SAN PEDRITO,-34.63070709,-58.46963963,"22,335"
503,2018,June,SANTA FE,-34.5945254,-58.40237618,"8,790"
504,2018,June,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"10,678"
505,2018,June,TRIBUNALES,-34.60158717,-58.38514236,"12,196"
506,2018,June,TRONADOR,-34.58409462,-58.4662272,"4,529"
507,2018,June,URQUIZA,-34.62465379,-58.40939078,"2,476"
508,2018,June,URUGUAY,-34.60409355,-58.38729613,"11,151"
509,2018,June,VARELA,-34.64013735,-58.45789176,"1,819"
510,2018,June,VENEZUELA,-34.61524215,-58.40473172,"5,960"
511,2018,July,9 DE JULIO,-34.6042452,-58.38057434,"6,787"
512,2018,July,ACOYTE,-34.61827997,-58.43642853,"10,602"
513,2018,July,AGUERO,-34.59162784,-58.40716132,"8,355"
514,2018,July,ALBERTI,-34.60983358,-58.40120753,"3,545"
515,2018,July,ANGEL GALLARDO,-34.60216223,-58.43127386,"11,934"
516,2018,July,AVENIDA DE MAYO,-34.60898331,-58.38061072,"4,634"
517,2018,July,AVENIDA LA PLATA,-34.62701547,-58.42678902,"3,914"
518,2018,July,BOEDO,-34.62536611,-58.41553282,"3,581"
519,2018,July,BOLIVAR,-34.60924243,-58.37368422,"10,377"
520,2018,July,BULNES,-34.58823711,-58.4112939,"13,196"
521,2018,July,CALLAO,-34.59963955,-58.39312518,"11,702"
522,2018,July,CALLAO.B,-34.60441954,-58.39231424,"13,704"
523,2018,July,CARABOBO,-34.62666659,-58.4567098,"8,590"
524,2018,July,CARLOS GARDEL,-34.60407952,-58.4117626,"13,209"
525,2018,July,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"17,040"
526,2018,July,CASEROS,-34.63575018,-58.39892759,"5,307"
527,2018,July,CASTRO BARROS,-34.61177023,-58.42181567,"7,024"
528,2018,July,CATEDRAL,-34.60780234,-58.37395581,"25,258"
529,2018,July,CONGRESO,-34.60922568,-58.39266882,"10,640"
530,2018,July,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"24,104"
531,2018,July,CONSTITUCION,-34.62761945,-58.38143443,"62,542"
532,2018,July,CORDOBA,-34.59845511,-58.4037215,"5,270"
533,2018,July,CORRIENTES,-34.6044902,-58.40545033,"4,621"
534,2018,July,DIAGONAL NORTE,-34.60484374,-58.37952998,"5,066"
535,2018,July,DORREGO,-34.59171815,-58.44757309,"9,316"
536,2018,July,ECHEVERRIA,-34.57779738,-58.4810135,"5,393"
537,2018,July,EMILIO MITRE,-34.63104184,-58.44217071,"4,246"
538,2018,July,ENTRE RIOS,-34.62271967,-58.3915117,"2,104"
539,2018,July,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"11,649"
540,2018,July,FEDERICO LACROZE,-34.58719785,-58.45502929,"24,008"
541,2018,July,FLORES,-34.62908723,-58.46354051,"9,308"
542,2018,July,FLORIDA,-34.60329729,-58.37507152,"16,705"
543,2018,July,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,220"
544,2018,July,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"7,799"
545,2018,July,HOSPITALES,-34.64126894,-58.41238515,"8,387"
546,2018,July,HUMBERTO I,-34.62309232,-58.40232273,"4,485"
547,2018,July,INCLAN,-34.62937566,-58.40096956,"3,834"
548,2018,July,INDEPENDENCIA,-34.6181256,-58.38017361,"9,576"
549,2018,July,INDEPENDENCIA,-34.61793739,-58.38153494,"9,576"
550,2018,July,JOSE HERNANDEZ,-34.56621524,-58.4521256,"9,173"
551,2018,July,JOSE MARIA MORENO,-34.62801755,-58.43381625,"2,978"
552,2018,July,JUJUY,-34.62386571,-58.40293658,"2,448"
553,2018,July,JURAMENTO,-34.56230909,-58.45648913,"13,254"
554,2018,July,LAS HERAS,-34.58746155,-58.39721558,"10,321"
555,2018,July,LAVALLE,-34.60176992,-58.37815578,"8,131"
556,2018,July,LEANDRO N. ALEM,-34.6029895,-58.36992985,"19,820"
557,2018,July,LIMA,-34.60909981,-58.3822324,"6,012"
558,2018,July,LORIA,-34.61078169,-58.41518571,"5,906"
559,2018,July,LOS INCAS,-34.58124885,-58.47424083,"8,208"
560,2018,July,MALABIA,-34.59896736,-58.4397715,"14,803"
561,2018,July,MARIANO MORENO,-34.61261728,-58.38044447,"6,137"
562,2018,July,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,451"
563,2018,July,MEDRANO,-34.6031649,-58.42096247,"13,217"
564,2018,July,MINISTRO CARRANZA,-34.57517836,-58.43501353,"9,039"
565,2018,July,OLLEROS,-34.57001231,-58.44466815,"10,035"
566,2018,July,ONCE,-34.60893524,-58.40603638,"9,830"
567,2018,July,PALERMO,-34.57842202,-58.42571144,"14,035"
568,2018,July,PASCO,-34.60964596,-58.39842699,"2,994"
569,2018,July,PASTEUR,-34.60464297,-58.39947426,"9,766"
570,2018,July,PATRICIOS,-34.63840599,-58.40579483,"7,581"
571,2018,July,PERU,-34.60855907,-58.37426773,"11,094"
572,2018,July,PICHINCHA,-34.62310987,-58.39706807,"1,956"
573,2018,July,PIEDRAS,-34.60888172,-58.37908515,"5,719"
574,2018,July,PLAZA DE MAYO,-34.60881031,-58.3709685,"14,141"
575,2018,July,PLAZA ITALIA,-34.58141119,-58.42119601,"10,132"
576,2018,July,PLAZA MISERERE,-34.60981725,-58.40670712,"10,577"
577,2018,July,PRIMERA JUNTA,-34.62040521,-58.44117763,"9,954"
578,2018,July,PUAN,-34.62352895,-58.44864765,"5,048"
579,2018,July,PUEYRREDON,-34.60458106,-58.40539944,"9,572"
580,2018,July,PUEYRREDON.D,-34.59442572,-58.40239534,"7,932"
581,2018,July,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"5,528"
582,2018,July,RETIRO,-34.59119381,-58.37401822,"32,715"
583,2018,July,RIO DE JANEIRO,-34.61520561,-58.42950032,"8,140"
584,2018,July,ROSAS,-34.57431891,-58.48638535,"20,373"
585,2018,July,SAN JOSE,-34.62233949,-58.38514855,"1,887"
586,2018,July,SAN JUAN,-34.62191673,-58.37992118,"4,469"
587,2018,July,SAN PEDRITO,-34.63070709,-58.46963963,"19,926"
588,2018,July,SANTA FE,-34.5945254,-58.40237618,"8,214"
589,2018,July,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"10,051"
590,2018,July,TRIBUNALES,-34.60158717,-58.38514236,"11,740"
591,2018,July,TRONADOR,-34.58409462,-58.4662272,"4,661"
592,2018,July,URQUIZA,-34.62465379,-58.40939078,"2,351"
593,2018,July,URUGUAY,-34.60409355,-58.38729613,"13,121"
594,2018,July,VARELA,-34.64013735,-58.45789176,"1,731"
595,2018,July,VENEZUELA,-34.61524215,-58.40473172,"5,828"
596,2018,August,9 DE JULIO,-34.6042452,-58.38057434,"10,212"
597,2018,August,ACOYTE,-34.61827997,-58.43642853,"14,282"
598,2018,August,AGUERO,-34.59162784,-58.40716132,"10,803"
599,2018,August,ALBERTI,-34.60983358,-58.40120753,"4,945"
600,2018,August,ANGEL GALLARDO,-34.60216223,-58.43127386,"14,853"
601,2018,August,AVENIDA DE MAYO,-34.60898331,-58.38061072,"8,192"
602,2018,August,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,933"
603,2018,August,BOEDO,-34.62536611,-58.41553282,"4,556"
604,2018,August,BOLIVAR,-34.60924243,-58.37368422,"14,540"
605,2018,August,BULNES,-34.58823711,-58.4112939,"16,926"
606,2018,August,CALLAO,-34.59963955,-58.39312518,"16,498"
607,2018,August,CALLAO.B,-34.60441954,-58.39231424,"19,826"
608,2018,August,CARABOBO,-34.62666659,-58.4567098,"11,835"
609,2018,August,CARLOS GARDEL,-34.60407952,-58.4117626,"15,328"
610,2018,August,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"23,812"
611,2018,August,CASEROS,-34.63575018,-58.39892759,"7,190"
612,2018,August,CASTRO BARROS,-34.61177023,-58.42181567,"8,925"
613,2018,August,CATEDRAL,-34.60780234,-58.37395581,"34,808"
614,2018,August,CONGRESO,-34.60922568,-58.39266882,"14,518"
615,2018,August,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"33,204"
616,2018,August,CONSTITUCION,-34.62761945,-58.38143443,"82,326"
617,2018,August,CORDOBA,-34.59845511,-58.4037215,"6,880"
618,2018,August,CORRIENTES,-34.6044902,-58.40545033,"6,442"
619,2018,August,DIAGONAL NORTE,-34.60484374,-58.37952998,"7,580"
620,2018,August,DORREGO,-34.59171815,-58.44757309,"13,067"
621,2018,August,ECHEVERRIA,-34.57779738,-58.4810135,"7,009"
622,2018,August,EMILIO MITRE,-34.63104184,-58.44217071,"5,598"
623,2018,August,ENTRE RIOS,-34.62271967,-58.3915117,"2,511"
624,2018,August,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"14,576"
625,2018,August,FEDERICO LACROZE,-34.58719785,-58.45502929,"30,548"
626,2018,August,FLORES,-34.62908723,-58.46354051,"12,214"
627,2018,August,FLORIDA,-34.60329729,-58.37507152,"22,328"
628,2018,August,GENERAL BELGRANO,-34.61284911,-58.37758089,"3,424"
629,2018,August,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"11,251"
630,2018,August,HOSPITALES,-34.64126894,-58.41238515,"11,144"
631,2018,August,HUMBERTO I,-34.62309232,-58.40232273,"5,786"
632,2018,August,INCLAN,-34.62937566,-58.40096956,"4,897"
633,2018,August,INDEPENDENCIA,-34.6181256,-58.38017361,"12,479"
634,2018,August,INDEPENDENCIA,-34.61793739,-58.38153494,"12,479"
635,2018,August,JOSE HERNANDEZ,-34.56621524,-58.4521256,"12,127"
636,2018,August,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,858"
637,2018,August,JUJUY,-34.62386571,-58.40293658,"3,083"
638,2018,August,JURAMENTO,-34.56230909,-58.45648913,"16,887"
639,2018,August,LAS HERAS,-34.58746155,-58.39721558,"12,554"
640,2018,August,LAVALLE,-34.60176992,-58.37815578,"11,958"
641,2018,August,LEANDRO N. ALEM,-34.6029895,-58.36992985,"26,218"
642,2018,August,LIMA,-34.60909981,-58.3822324,"9,813"
643,2018,August,LORIA,-34.61078169,-58.41518571,"7,714"
644,2018,August,LOS INCAS,-34.58124885,-58.47424083,"10,747"
645,2018,August,MALABIA,-34.59896736,-58.4397715,"19,685"
646,2018,August,MARIANO MORENO,-34.61261728,-58.38044447,"9,587"
647,2018,August,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,772"
648,2018,August,MEDRANO,-34.6031649,-58.42096247,"17,255"
649,2018,August,MINISTRO CARRANZA,-34.57517836,-58.43501353,"11,725"
650,2018,August,OLLEROS,-34.57001231,-58.44466815,"13,653"
651,2018,August,ONCE,-34.60893524,-58.40603638,"12,488"
652,2018,August,PALERMO,-34.57842202,-58.42571144,"17,688"
653,2018,August,PASCO,-34.60964596,-58.39842699,"4,269"
654,2018,August,PASTEUR,-34.60464297,-58.39947426,"12,331"
655,2018,August,PATRICIOS,-34.63840599,-58.40579483,"10,036"
656,2018,August,PERU,-34.60855907,-58.37426773,"15,926"
657,2018,August,PICHINCHA,-34.62310987,-58.39706807,"2,385"
658,2018,August,PIEDRAS,-34.60888172,-58.37908515,"8,466"
659,2018,August,PLAZA DE MAYO,-34.60881031,-58.3709685,"18,361"
660,2018,August,PLAZA ITALIA,-34.58141119,-58.42119601,"11,796"
661,2018,August,PLAZA MISERERE,-34.60981725,-58.40670712,"13,979"
662,2018,August,PRIMERA JUNTA,-34.62040521,-58.44117763,"13,600"
663,2018,August,PUAN,-34.62352895,-58.44864765,"6,423"
664,2018,August,PUEYRREDON,-34.60458106,-58.40539944,"12,965"
665,2018,August,PUEYRREDON.D,-34.59442572,-58.40239534,"10,690"
666,2018,August,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"7,289"
667,2018,August,RETIRO,-34.59119381,-58.37401822,"43,297"
668,2018,August,RIO DE JANEIRO,-34.61520561,-58.42950032,"10,665"
669,2018,August,ROSAS,-34.57431891,-58.48638535,"27,057"
670,2018,August,SAN JOSE,-34.62233949,-58.38514855,"2,373"
671,2018,August,SAN JUAN,-34.62191673,-58.37992118,"5,968"
672,2018,August,SAN PEDRITO,-34.63070709,-58.46963963,"28,309"
673,2018,August,SANTA FE,-34.5945254,-58.40237618,"10,721"
674,2018,August,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"12,823"
675,2018,August,TRIBUNALES,-34.60158717,-58.38514236,"16,174"
676,2018,August,TRONADOR,-34.58409462,-58.4662272,"5,983"
677,2018,August,URQUIZA,-34.62465379,-58.40939078,"2,924"
678,2018,August,URUGUAY,-34.60409355,-58.38729613,"19,200"
679,2018,August,VARELA,-34.64013735,-58.45789176,"2,163"
680,2018,August,VENEZUELA,-34.61524215,-58.40473172,"7,346"
681,2018,September,9 DE JULIO,-34.6042452,-58.38057434,"8,550"
682,2018,September,ACOYTE,-34.61827997,-58.43642853,"13,550"
683,2018,September,AGUERO,-34.59162784,-58.40716132,"10,536"
684,2018,September,ALBERTI,-34.60983358,-58.40120753,"4,483"
685,2018,September,ANGEL GALLARDO,-34.60216223,-58.43127386,"15,175"
686,2018,September,AVENIDA DE MAYO,-34.60898331,-58.38061072,"6,287"
687,2018,September,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,955"
688,2018,September,BOEDO,-34.62536611,-58.41553282,"4,472"
689,2018,September,BOLIVAR,-34.60924243,-58.37368422,"13,573"
690,2018,September,BULNES,-34.58823711,-58.4112939,"16,293"
691,2018,September,CALLAO,-34.59963955,-58.39312518,"14,126"
692,2018,September,CALLAO.B,-34.60441954,-58.39231424,"17,000"
693,2018,September,CARABOBO,-34.62666659,-58.4567098,"11,445"
694,2018,September,CARLOS GARDEL,-34.60407952,-58.4117626,"15,289"
695,2018,September,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"21,946"
696,2018,September,CASEROS,-34.63575018,-58.39892759,"6,936"
697,2018,September,CASTRO BARROS,-34.61177023,-58.42181567,"8,906"
698,2018,September,CATEDRAL,-34.60780234,-58.37395581,"30,968"
699,2018,September,CONGRESO,-34.60922568,-58.39266882,"12,890"
700,2018,September,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"31,333"
701,2018,September,CONSTITUCION,-34.62761945,-58.38143443,"81,920"
702,2018,September,CORDOBA,-34.59845511,-58.4037215,"6,620"
703,2018,September,CORRIENTES,-34.6044902,-58.40545033,"6,224"
704,2018,September,DIAGONAL NORTE,-34.60484374,-58.37952998,"6,883"
705,2018,September,DORREGO,-34.59171815,-58.44757309,"12,937"
706,2018,September,ECHEVERRIA,-34.57779738,-58.4810135,"6,903"
707,2018,September,EMILIO MITRE,-34.63104184,-58.44217071,"5,478"
708,2018,September,ENTRE RIOS,-34.62271967,-58.3915117,"2,222"
709,2018,September,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"13,450"
710,2018,September,FEDERICO LACROZE,-34.58719785,-58.45502929,"30,307"
711,2018,September,FLORES,-34.62908723,-58.46354051,"12,042"
712,2018,September,FLORIDA,-34.60329729,-58.37507152,"23,361"
713,2018,September,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,953"
714,2018,September,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"10,222"
715,2018,September,HOSPITALES,-34.64126894,-58.41238515,"10,982"
716,2018,September,HUMBERTO I,-34.62309232,-58.40232273,"5,637"
717,2018,September,INCLAN,-34.62937566,-58.40096956,"4,755"
718,2018,September,INDEPENDENCIA,-34.6181256,-58.38017361,"11,612"
719,2018,September,INDEPENDENCIA,-34.61793739,-58.38153494,"11,612"
720,2018,September,JOSE HERNANDEZ,-34.56621524,-58.4521256,"11,596"
721,2018,September,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,819"
722,2018,September,JUJUY,-34.62386571,-58.40293658,"3,055"
723,2018,September,JURAMENTO,-34.56230909,-58.45648913,"16,279"
724,2018,September,LAS HERAS,-34.58746155,-58.39721558,"12,336"
725,2018,September,LAVALLE,-34.60176992,-58.37815578,"11,383"
726,2018,September,LEANDRO N. ALEM,-34.6029895,-58.36992985,"26,416"
727,2018,September,LIMA,-34.60909981,-58.3822324,"7,854"
728,2018,September,LORIA,-34.61078169,-58.41518571,"7,015"
729,2018,September,LOS INCAS,-34.58124885,-58.47424083,"10,428"
730,2018,September,MALABIA,-34.59896736,-58.4397715,"19,105"
731,2018,September,MARIANO MORENO,-34.61261728,-58.38044447,"8,454"
732,2018,September,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,746"
733,2018,September,MEDRANO,-34.6031649,-58.42096247,"16,987"
734,2018,September,MINISTRO CARRANZA,-34.57517836,-58.43501353,"11,412"
735,2018,September,OLLEROS,-34.57001231,-58.44466815,"12,570"
736,2018,September,ONCE,-34.60893524,-58.40603638,"12,645"
737,2018,September,PALERMO,-34.57842202,-58.42571144,"17,184"
738,2018,September,PASCO,-34.60964596,-58.39842699,"3,967"
739,2018,September,PASTEUR,-34.60464297,-58.39947426,"13,182"
740,2018,September,PATRICIOS,-34.63840599,-58.40579483,"9,765"
741,2018,September,PERU,-34.60855907,-58.37426773,"14,749"
742,2018,September,PICHINCHA,-34.62310987,-58.39706807,"2,325"
743,2018,September,PIEDRAS,-34.60888172,-58.37908515,"7,680"
744,2018,September,PLAZA DE MAYO,-34.60881031,-58.3709685,"19,825"
745,2018,September,PLAZA ITALIA,-34.58141119,-58.42119601,"11,731"
746,2018,September,PLAZA MISERERE,-34.60981725,-58.40670712,"13,465"
747,2018,September,PRIMERA JUNTA,-34.62040521,-58.44117763,"13,290"
748,2018,September,PUAN,-34.62352895,-58.44864765,"6,275"
749,2018,September,PUEYRREDON,-34.60458106,-58.40539944,"12,924"
750,2018,September,PUEYRREDON.D,-34.59442572,-58.40239534,"10,345"
751,2018,September,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"7,614"
752,2018,September,RETIRO,-34.59119381,-58.37401822,"40,527"
753,2018,September,RIO DE JANEIRO,-34.61520561,-58.42950032,"10,312"
754,2018,September,ROSAS,-34.57431891,-58.48638535,"26,832"
755,2018,September,SAN JOSE,-34.62233949,-58.38514855,"2,386"
756,2018,September,SAN JUAN,-34.62191673,-58.37992118,"5,482"
757,2018,September,SAN PEDRITO,-34.63070709,-58.46963963,"26,992"
758,2018,September,SANTA FE,-34.5945254,-58.40237618,"10,455"
759,2018,September,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"12,613"
760,2018,September,TRIBUNALES,-34.60158717,-58.38514236,"13,735"
761,2018,September,TRONADOR,-34.58409462,-58.4662272,"6,030"
762,2018,September,URQUIZA,-34.62465379,-58.40939078,"2,897"
763,2018,September,URUGUAY,-34.60409355,-58.38729613,"16,791"
764,2018,September,VARELA,-34.64013735,-58.45789176,"2,201"
765,2018,September,VENEZUELA,-34.61524215,-58.40473172,"7,161"
766,2018,October,9 DE JULIO,-34.6042452,-58.38057434,"4,229"
767,2018,October,ACOYTE,-34.61827997,-58.43642853,"8,559"
768,2018,October,AGUERO,-34.59162784,-58.40716132,"6,121"
769,2018,October,ALBERTI,-34.60983358,-58.40120753,"3,208"
770,2018,October,ANGEL GALLARDO,-34.60216223,-58.43127386,"9,281"
771,2018,October,AVENIDA DE MAYO,-34.60898331,-58.38061072,"3,246"
772,2018,October,AVENIDA LA PLATA,-34.62701547,-58.42678902,"2,962"
773,2018,October,BOEDO,-34.62536611,-58.41553282,"3,028"
