Year of Fecha,Month of Fecha,Estacion,Lat,Long,PersonasPromedio
2017,October,HUMBERTO I,-34.62309232,-58.40232273,"4,706"
2017,October,INCLAN,-34.62937566,-58.40096956,"4,061"
2017,October,INDEPENDENCIA,-34.6181256,-58.38017361,"13,362"
2017,October,INDEPENDENCIA,-34.61793739,-58.38153494,"13,362"
2017,October,JOSE HERNANDEZ,-34.56621524,-58.4521256,"11,155"
2017,October,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,552"
2017,October,JUJUY,-34.62386571,-58.40293658,"2,702"
2017,October,JURAMENTO,-34.56230909,-58.45648913,"15,804"
2017,October,LAS HERAS,-34.58746155,-58.39721558,"11,177"
2017,October,LAVALLE,-34.60176992,-58.37815578,"9,179"
2017,October,LEANDRO N. ALEM,-34.6029895,-58.36992985,"24,610"
2017,October,LIMA,-34.60909981,-58.3822324,"7,469"
2017,October,LORIA,-34.61078169,-58.41518571,"6,855"
2017,October,LOS INCAS,-34.58124885,-58.47424083,"8,894"
2017,October,MALABIA,-34.59896736,-58.4397715,"17,073"
2017,October,MARIANO MORENO,-34.61261728,-58.38044447,"7,121"
2017,October,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,732"
2017,October,MEDRANO,-34.6031649,-58.42096247,"15,646"
2017,October,MINISTRO CARRANZA,-34.57517836,-58.43501353,"10,582"
2017,October,OLLEROS,-34.57001231,-58.44466815,"12,121"
2017,October,ONCE,-34.60893524,-58.40603638,"9,751"
2017,October,PALERMO,-34.57842202,-58.42571144,"17,293"
2017,October,PASCO,-34.60964596,-58.39842699,"3,409"
2017,October,PASTEUR,-34.60464297,-58.39947426,"11,696"
2017,October,PATRICIOS,-34.63840599,-58.40579483,"7,301"
2017,October,PERU,-34.60855907,-58.37426773,"11,305"
2017,October,PICHINCHA,-34.62310987,-58.39706807,"2,215"
2017,October,PIEDRAS,-34.60888172,-58.37908515,"6,634"
2017,October,PLAZA DE MAYO,-34.60881031,-58.3709685,"18,808"
2017,October,PLAZA ITALIA,-34.58141119,-58.42119601,"11,533"
2017,October,PLAZA MISERERE,-34.60981725,-58.40670712,"11,932"
2017,October,PRIMERA JUNTA,-34.62040521,-58.44117763,"11,464"
2017,October,PUAN,-34.62352895,-58.44864765,"6,232"
2017,October,PUEYRREDON,-34.60458106,-58.40539944,"11,190"
2017,October,PUEYRREDON.D,-34.59442572,-58.40239534,"9,743"
2017,October,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"7,948"
2017,October,RETIRO,-34.59211436,-58.37584984,"68,831"
2017,October,RETIRO,-34.59119381,-58.37401822,"68,831"
2017,October,RIO DE JANEIRO,-34.61520561,-58.42950032,"9,483"
2017,October,ROSAS,-34.57431891,-58.48638535,"23,990"
2017,October,SAENZ PEÑA,-34.60941259,-58.38677719,"8,344"
2017,October,SAN JOSE,-34.62233949,-58.38514855,"2,435"
2017,October,SAN JUAN,-34.62191673,-58.37992118,"5,939"
2017,October,SAN PEDRITO,-34.63070709,-58.46963963,"23,956"
2017,October,SANTA FE,-34.5945254,-58.40237618,"7,880"
2017,October,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"11,699"
2017,October,TRIBUNALES,-34.60158717,-58.38514236,"14,434"
2017,October,TRONADOR,-34.58409462,-58.4662272,"5,063"
2017,October,URQUIZA,-34.62465379,-58.40939078,"2,896"
2017,October,URUGUAY,-34.60409355,-58.38729613,"15,602"
2017,October,VARELA,-34.64013735,-58.45789176,"2,115"
2017,October,VENEZUELA,-34.61524215,-58.40473172,"6,027"
2017,November,9 DE JULIO,-34.6042452,-58.38057434,"8,715"
2017,November,ACOYTE,-34.61827997,-58.43642853,"12,292"
2017,November,AGUERO,-34.59162784,-58.40716132,"10,003"
2017,November,ALBERTI,-34.60983358,-58.40120753,"4,264"
2017,November,ANGEL GALLARDO,-34.60216223,-58.43127386,"13,528"
2017,November,AVENIDA DE MAYO,-34.60898331,-58.38061072,"5,361"
2017,November,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,461"
2017,November,BOEDO,-34.62536611,-58.41553282,"4,111"
2017,November,BOLIVAR,-34.60924243,-58.37368422,"11,645"
2017,November,BULNES,-34.58823711,-58.4112939,"15,335"
2017,November,CALLAO,-34.59963955,-58.39312518,"14,036"
2017,November,CALLAO.B,-34.60441954,-58.39231424,"15,865"
2017,November,CARABOBO,-34.62666659,-58.4567098,"9,666"
2017,November,CARLOS GARDEL,-34.60407952,-58.4117626,"14,703"
2017,November,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"19,949"
2017,November,CASEROS,-34.63575018,-58.39892759,"5,543"
2017,November,CASTRO BARROS,-34.61177023,-58.42181567,"8,285"
2017,November,CATEDRAL,-34.60780234,-58.37395581,"29,101"
2017,November,CONGRESO,-34.60922568,-58.39266882,"11,674"
2017,November,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"29,259"
2017,November,CONSTITUCION,-34.62761945,-58.38143443,"72,003"
2017,November,CORDOBA,-34.59845511,-58.4037215,"5,007"
2017,November,CORRIENTES,-34.6044902,-58.40545033,"5,245"
2017,November,DIAGONAL NORTE,-34.60484374,-58.37952998,"5,435"
2017,November,DORREGO,-34.59171815,-58.44757309,"12,713"
2017,November,ECHEVERRIA,-34.57779738,-58.4810135,"6,080"
2017,November,EMILIO MITRE,-34.63104184,-58.44217071,"5,027"
2017,November,ENTRE RIOS,-34.62271967,-58.3915117,"2,082"
2017,November,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"15,751"
2017,November,FEDERICO LACROZE,-34.58719785,-58.45502929,"23,581"
2017,November,FLORES,-34.62908723,-58.46354051,"10,241"
2017,November,FLORIDA,-34.60329729,-58.37507152,"18,846"
2017,November,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,586"
2017,November,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"8,278"
2017,November,HOSPITALES,-34.64126894,-58.41238515,"8,080"
2017,November,HUMBERTO I,-34.62309232,-58.40232273,"4,712"
2017,November,INCLAN,-34.62937566,-58.40096956,"4,067"
2017,November,INDEPENDENCIA,-34.6181256,-58.38017361,"12,624"
2017,November,INDEPENDENCIA,-34.61793739,-58.38153494,"12,624"
2017,November,JOSE HERNANDEZ,-34.56621524,-58.4521256,"10,864"
2017,November,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,471"
2017,November,JUJUY,-34.62386571,-58.40293658,"2,675"
2017,November,JURAMENTO,-34.56230909,-58.45648913,"15,849"
2017,November,LAS HERAS,-34.58746155,-58.39721558,"11,422"
2017,November,LAVALLE,-34.60176992,-58.37815578,"8,685"
2017,November,LEANDRO N. ALEM,-34.6029895,-58.36992985,"20,096"
2017,November,LIMA,-34.60909981,-58.3822324,"6,998"
2017,November,LORIA,-34.61078169,-58.41518571,"6,600"
2017,November,LOS INCAS,-34.58124885,-58.47424083,"8,761"
2017,November,MALABIA,-34.59896736,-58.4397715,"17,133"
2017,November,MARIANO MORENO,-34.61261728,-58.38044447,"6,698"
2017,November,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,656"
2017,November,MEDRANO,-34.6031649,-58.42096247,"15,552"
2017,November,MINISTRO CARRANZA,-34.57517836,-58.43501353,"10,399"
2017,November,OLLEROS,-34.57001231,-58.44466815,"11,900"
2017,November,ONCE,-34.60893524,-58.40603638,"10,052"
2017,November,PALERMO,-34.57842202,-58.42571144,"17,167"
2017,November,PASCO,-34.60964596,-58.39842699,"3,262"
2017,November,PASTEUR,-34.60464297,-58.39947426,"11,533"
2017,November,PATRICIOS,-34.63840599,-58.40579483,"7,424"
2017,November,PERU,-34.60855907,-58.37426773,"11,285"
2017,November,PICHINCHA,-34.62310987,-58.39706807,"2,144"
2017,November,PIEDRAS,-34.60888172,-58.37908515,"6,187"
2017,November,PLAZA DE MAYO,-34.60881031,-58.3709685,"16,571"
2017,November,PLAZA ITALIA,-34.58141119,-58.42119601,"11,423"
2017,November,PLAZA MISERERE,-34.60981725,-58.40670712,"11,510"
2017,November,PRIMERA JUNTA,-34.62040521,-58.44117763,"11,180"
2017,November,PUAN,-34.62352895,-58.44864765,"6,096"
2017,November,PUEYRREDON,-34.60458106,-58.40539944,"11,423"
2017,November,PUEYRREDON.D,-34.59442572,-58.40239534,"9,557"
2017,November,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"7,803"
2017,November,RETIRO,-34.59211436,-58.37584984,"67,487"
2017,November,RETIRO,-34.59119381,-58.37401822,"67,487"
2017,November,RIO DE JANEIRO,-34.61520561,-58.42950032,"9,242"
2017,November,ROSAS,-34.57431891,-58.48638535,"22,876"
2017,November,SAENZ PEÑA,-34.60941259,-58.38677719,"7,863"
2017,November,SAN JOSE,-34.62233949,-58.38514855,"2,366"
2017,November,SAN JUAN,-34.62191673,-58.37992118,"6,082"
2017,November,SAN PEDRITO,-34.63070709,-58.46963963,"23,681"
2017,November,SANTA FE,-34.5945254,-58.40237618,"7,903"
2017,November,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"11,619"
2017,November,TRIBUNALES,-34.60158717,-58.38514236,"13,133"
2017,November,TRONADOR,-34.58409462,-58.4662272,"5,006"
2017,November,URQUIZA,-34.62465379,-58.40939078,"2,814"
2017,November,URUGUAY,-34.60409355,-58.38729613,"14,693"
2017,November,VARELA,-34.64013735,-58.45789176,"2,067"
2017,November,VENEZUELA,-34.61524215,-58.40473172,"6,095"
2017,December,9 DE JULIO,-34.6042452,-58.38057434,"8,639"
2017,December,ACOYTE,-34.61827997,-58.43642853,"11,575"
2017,December,AGUERO,-34.59162784,-58.40716132,"9,639"
2017,December,ALBERTI,-34.60983358,-58.40120753,"4,006"
2017,December,ANGEL GALLARDO,-34.60216223,-58.43127386,"12,764"
2017,December,AVENIDA DE MAYO,-34.60898331,-58.38061072,"5,282"
2017,December,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,276"
2017,December,BOEDO,-34.62536611,-58.41553282,"3,916"
2017,December,BOLIVAR,-34.60924243,-58.37368422,"11,206"
2017,December,BULNES,-34.58823711,-58.4112939,"15,031"
2017,December,CALLAO,-34.59963955,-58.39312518,"13,897"
2017,December,CALLAO.B,-34.60441954,-58.39231424,"15,280"
2017,December,CARABOBO,-34.62666659,-58.4567098,"9,201"
2017,December,CARLOS GARDEL,-34.60407952,-58.4117626,"13,942"
2017,December,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"18,645"
2017,December,CASEROS,-34.63575018,-58.39892759,"5,331"
2017,December,CASTRO BARROS,-34.61177023,-58.42181567,"7,902"
2017,December,CATEDRAL,-34.60780234,-58.37395581,"28,485"
2017,December,CONGRESO,-34.60922568,-58.39266882,"11,620"
2017,December,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"27,081"
2017,December,CONSTITUCION,-34.62761945,-58.38143443,"62,674"
2017,December,CORDOBA,-34.59845511,-58.4037215,"4,809"
2017,December,CORRIENTES,-34.6044902,-58.40545033,"4,893"
2017,December,DIAGONAL NORTE,-34.60484374,-58.37952998,"5,316"
2017,December,DORREGO,-34.59171815,-58.44757309,"11,906"
2017,December,ECHEVERRIA,-34.57779738,-58.4810135,"5,813"
2017,December,EMILIO MITRE,-34.63104184,-58.44217071,"4,834"
2017,December,ENTRE RIOS,-34.62271967,-58.3915117,"2,122"
2017,December,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"15,325"
2017,December,FEDERICO LACROZE,-34.58719785,-58.45502929,"22,055"
2017,December,FLORES,-34.62908723,-58.46354051,"9,442"
2017,December,FLORIDA,-34.60329729,-58.37507152,"17,764"
2017,December,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,517"
2017,December,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"8,459"
2017,December,HOSPITALES,-34.64126894,-58.41238515,"7,887"
2017,December,HUMBERTO I,-34.62309232,-58.40232273,"4,458"
2017,December,INCLAN,-34.62937566,-58.40096956,"3,898"
2017,December,INDEPENDENCIA,-34.6181256,-58.38017361,"12,104"
2017,December,INDEPENDENCIA,-34.61793739,-58.38153494,"12,104"
2017,December,JOSE HERNANDEZ,-34.56621524,-58.4521256,"10,362"
2017,December,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,361"
2017,December,JUJUY,-34.62386571,-58.40293658,"2,549"
2017,December,JURAMENTO,-34.56230909,-58.45648913,"14,843"
2017,December,LAS HERAS,-34.58746155,-58.39721558,"10,885"
2017,December,LAVALLE,-34.60176992,-58.37815578,"8,908"
2017,December,LEANDRO N. ALEM,-34.6029895,-58.36992985,"20,017"
2017,December,LIMA,-34.60909981,-58.3822324,"6,757"
2017,December,LORIA,-34.61078169,-58.41518571,"6,434"
2017,December,LOS INCAS,-34.58124885,-58.47424083,"8,262"
2017,December,MALABIA,-34.59896736,-58.4397715,"15,804"
2017,December,MARIANO MORENO,-34.61261728,-58.38044447,"6,745"
2017,December,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,614"
2017,December,MEDRANO,-34.6031649,-58.42096247,"14,757"
2017,December,MINISTRO CARRANZA,-34.57517836,-58.43501353,"10,019"
2017,December,OLLEROS,-34.57001231,-58.44466815,"11,330"
2017,December,ONCE,-34.60893524,-58.40603638,"9,255"
2017,December,PALERMO,-34.57842202,-58.42571144,"16,499"
2017,December,PASCO,-34.60964596,-58.39842699,"3,121"
2017,December,PASTEUR,-34.60464297,-58.39947426,"10,639"
2017,December,PATRICIOS,-34.63840599,-58.40579483,"7,051"
2017,December,PERU,-34.60855907,-58.37426773,"10,677"
2017,December,PICHINCHA,-34.62310987,-58.39706807,"2,073"
2017,December,PIEDRAS,-34.60888172,-58.37908515,"6,124"
2017,December,PLAZA DE MAYO,-34.60881031,-58.3709685,"16,475"
2017,December,PLAZA ITALIA,-34.58141119,-58.42119601,"10,666"
2017,December,PLAZA MISERERE,-34.60981725,-58.40670712,"10,735"
2017,December,PRIMERA JUNTA,-34.62040521,-58.44117763,"10,639"
2017,December,PUAN,-34.62352895,-58.44864765,"5,740"
2017,December,PUEYRREDON,-34.60458106,-58.40539944,"10,310"
2017,December,PUEYRREDON.D,-34.59442572,-58.40239534,"9,254"
2017,December,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"7,044"
2017,December,RETIRO,-34.59211436,-58.37584984,"66,295"
2017,December,RETIRO,-34.59119381,-58.37401822,"66,295"
2017,December,RIO DE JANEIRO,-34.61520561,-58.42950032,"8,822"
2017,December,ROSAS,-34.57431891,-58.48638535,"21,077"
2017,December,SAENZ PEÑA,-34.60941259,-58.38677719,"7,813"
2017,December,SAN JOSE,-34.62233949,-58.38514855,"2,271"
2017,December,SAN JUAN,-34.62191673,-58.37992118,"5,972"
2017,December,SAN PEDRITO,-34.63070709,-58.46963963,"21,309"
2017,December,SANTA FE,-34.5945254,-58.40237618,"7,592"
2017,December,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"11,060"
2017,December,TRIBUNALES,-34.60158717,-58.38514236,"13,087"
2017,December,TRONADOR,-34.58409462,-58.4662272,"4,718"
2017,December,URQUIZA,-34.62465379,-58.40939078,"2,770"
2017,December,URUGUAY,-34.60409355,-58.38729613,"13,991"
2017,December,VARELA,-34.64013735,-58.45789176,"1,963"
2017,December,VENEZUELA,-34.61524215,-58.40473172,"5,873"
