Year of Fecha,Month of Fecha,Estacion,Lat,Long,PersonasPromedio
2017,May,PATRICIOS,-34.63840599,-58.40579483,"7,167"
2017,May,PERU,-34.60855907,-58.37426773,"10,462"
2017,May,PICHINCHA,-34.62310987,-58.39706807,"2,038"
2017,May,PIEDRAS,-34.60888172,-58.37908515,"6,135"
2017,May,PLAZA DE MAYO,-34.60881031,-58.3709685,"16,363"
2017,May,PLAZA ITALIA,-34.58141119,-58.42119601,"11,165"
2017,May,PLAZA MISERERE,-34.60981725,-58.40670712,"10,931"
2017,May,PRIMERA JUNTA,-34.62040521,-58.44117763,"10,601"
2017,May,PUAN,-34.62352895,-58.44864765,"5,994"
2017,May,PUEYRREDON,-34.60458106,-58.40539944,"10,783"
2017,May,PUEYRREDON.D,-34.59442572,-58.40239534,"9,228"
2017,May,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"7,215"
2017,May,RETIRO,-34.59211436,-58.37584984,"61,231"
2017,May,RETIRO,-34.59119381,-58.37401822,"61,231"
2017,May,RIO DE JANEIRO,-34.61520561,-58.42950032,"9,039"
2017,May,ROSAS,-34.57431891,-58.48638535,"21,950"
2017,May,SAENZ PEÑA,-34.60941259,-58.38677719,"7,799"
2017,May,SAN JOSE,-34.62233949,-58.38514855,"2,327"
2017,May,SAN JUAN,-34.62191673,-58.37992118,"5,979"
2017,May,SAN PEDRITO,-34.63070709,-58.46963963,"21,900"
2017,May,SANTA FE,-34.5945254,-58.40237618,"7,468"
2017,May,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"11,216"
2017,May,TRIBUNALES,-34.60158717,-58.38514236,"12,680"
2017,May,TRONADOR,-34.58409462,-58.4662272,"4,790"
2017,May,URQUIZA,-34.62465379,-58.40939078,"2,745"
2017,May,URUGUAY,-34.60409355,-58.38729613,"14,482"
2017,May,VARELA,-34.64013735,-58.45789176,"1,993"
2017,May,VENEZUELA,-34.61524215,-58.40473172,"5,947"
2017,June,9 DE JULIO,-34.6042452,-58.38057434,"9,938"
2017,June,ACOYTE,-34.61827997,-58.43642853,"13,331"
2017,June,AGUERO,-34.59162784,-58.40716132,"10,683"
2017,June,ALBERTI,-34.60983358,-58.40120753,"4,615"
2017,June,ANGEL GALLARDO,-34.60216223,-58.43127386,"14,932"
2017,June,AVENIDA DE MAYO,-34.60898331,-58.38061072,"5,987"
2017,June,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,851"
2017,June,BOEDO,-34.62536611,-58.41553282,"4,376"
2017,June,BOLIVAR,-34.60924243,-58.37368422,"12,707"
2017,June,BULNES,-34.58823711,-58.4112939,"16,482"
2017,June,CALLAO,-34.59963955,-58.39312518,"15,831"
2017,June,CALLAO.B,-34.60441954,-58.39231424,"18,221"
2017,June,CARABOBO,-34.62666659,-58.4567098,"10,554"
2017,June,CARLOS GARDEL,-34.60407952,-58.4117626,"15,106"
2017,June,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"21,338"
2017,June,CASEROS,-34.63575018,-58.39892759,"6,146"
2017,June,CASTRO BARROS,-34.61177023,-58.42181567,"8,958"
2017,June,CATEDRAL,-34.60780234,-58.37395581,"32,272"
2017,June,CONGRESO,-34.60922568,-58.39266882,"13,261"
2017,June,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"31,792"
2017,June,CONSTITUCION,-34.62761945,-58.38143443,"74,503"
2017,June,CORDOBA,-34.59845511,-58.4037215,"5,435"
2017,June,CORRIENTES,-34.6044902,-58.40545033,"5,540"
2017,June,DIAGONAL NORTE,-34.60484374,-58.37952998,"5,891"
2017,June,DORREGO,-34.59171815,-58.44757309,"13,994"
2017,June,ECHEVERRIA,-34.57779738,-58.4810135,"6,720"
2017,June,EMILIO MITRE,-34.63104184,-58.44217071,"5,422"
2017,June,ENTRE RIOS,-34.62271967,-58.3915117,"2,548"
2017,June,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"17,044"
2017,June,FEDERICO LACROZE,-34.58719785,-58.45502929,"25,516"
2017,June,FLORES,-34.62908723,-58.46354051,"11,124"
2017,June,FLORIDA,-34.60329729,-58.37507152,"19,978"
2017,June,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,891"
2017,June,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"9,031"
2017,June,HOSPITALES,-34.64126894,-58.41238515,"9,021"
2017,June,HUMBERTO I,-34.62309232,-58.40232273,"5,042"
2017,June,INCLAN,-34.62937566,-58.40096956,"4,407"
2017,June,INDEPENDENCIA,-34.6181256,-58.38017361,"13,598"
2017,June,INDEPENDENCIA,-34.61793739,-58.38153494,"13,598"
2017,June,JOSE HERNANDEZ,-34.56621524,-58.4521256,"11,808"
2017,June,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,717"
2017,June,JUJUY,-34.62386571,-58.40293658,"2,834"
2017,June,JURAMENTO,-34.56230909,-58.45648913,"16,666"
2017,June,LAS HERAS,-34.58746155,-58.39721558,"12,039"
2017,June,LAVALLE,-34.60176992,-58.37815578,"9,379"
2017,June,LEANDRO N. ALEM,-34.6029895,-58.36992985,"25,526"
2017,June,LIMA,-34.60909981,-58.3822324,"7,809"
2017,June,LORIA,-34.61078169,-58.41518571,"7,178"
2017,June,LOS INCAS,-34.58124885,-58.47424083,"9,644"
2017,June,MALABIA,-34.59896736,-58.4397715,"18,674"
2017,June,MARIANO MORENO,-34.61261728,-58.38044447,"7,546"
2017,June,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,775"
2017,June,MEDRANO,-34.6031649,-58.42096247,"17,029"
2017,June,MINISTRO CARRANZA,-34.57517836,-58.43501353,"11,157"
2017,June,OLLEROS,-34.57001231,-58.44466815,"12,827"
2017,June,ONCE,-34.60893524,-58.40603638,"10,583"
2017,June,PALERMO,-34.57842202,-58.42571144,"18,359"
2017,June,PASCO,-34.60964596,-58.39842699,"3,618"
2017,June,PASTEUR,-34.60464297,-58.39947426,"13,008"
2017,June,PATRICIOS,-34.63840599,-58.40579483,"8,095"
2017,June,PERU,-34.60855907,-58.37426773,"12,182"
2017,June,PICHINCHA,-34.62310987,-58.39706807,"2,330"
2017,June,PIEDRAS,-34.60888172,-58.37908515,"7,152"
2017,June,PLAZA DE MAYO,-34.60881031,-58.3709685,"19,101"
2017,June,PLAZA ITALIA,-34.58141119,-58.42119601,"12,002"
2017,June,PLAZA MISERERE,-34.60981725,-58.40670712,"12,579"
2017,June,PRIMERA JUNTA,-34.62040521,-58.44117763,"12,152"
2017,June,PUAN,-34.62352895,-58.44864765,"6,763"
2017,June,PUEYRREDON,-34.60458106,-58.40539944,"12,668"
2017,June,PUEYRREDON.D,-34.59442572,-58.40239534,"10,298"
2017,June,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"8,516"
2017,June,RETIRO,-34.59211436,-58.37584984,"71,576"
2017,June,RETIRO,-34.59119381,-58.37401822,"71,576"
2017,June,RIO DE JANEIRO,-34.61520561,-58.42950032,"10,045"
2017,June,ROSAS,-34.57431891,-58.48638535,"25,965"
2017,June,SAENZ PEÑA,-34.60941259,-58.38677719,"9,177"
2017,June,SAN JOSE,-34.62233949,-58.38514855,"2,597"
2017,June,SAN JUAN,-34.62191673,-58.37992118,"6,189"
2017,June,SAN PEDRITO,-34.63070709,-58.46963963,"25,347"
2017,June,SANTA FE,-34.5945254,-58.40237618,"8,644"
2017,June,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"12,399"
2017,June,TRIBUNALES,-34.60158717,-58.38514236,"14,963"
2017,June,TRONADOR,-34.58409462,-58.4662272,"5,480"
2017,June,URQUIZA,-34.62465379,-58.40939078,"3,036"
2017,June,URUGUAY,-34.60409355,-58.38729613,"16,982"
2017,June,VARELA,-34.64013735,-58.45789176,"2,243"
2017,June,VENEZUELA,-34.61524215,-58.40473172,"6,447"
2017,July,9 DE JULIO,-34.6042452,-58.38057434,"9,623"
2017,July,ACOYTE,-34.61827997,-58.43642853,"13,202"
2017,July,AGUERO,-34.59162784,-58.40716132,"10,669"
2017,July,ALBERTI,-34.60983358,-58.40120753,"4,487"
2017,July,ANGEL GALLARDO,-34.60216223,-58.43127386,"14,477"
2017,July,AVENIDA DE MAYO,-34.60898331,-58.38061072,"6,189"
2017,July,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,830"
2017,July,BOEDO,-34.62536611,-58.41553282,"4,292"
2017,July,BOLIVAR,-34.60924243,-58.37368422,"13,367"
2017,July,BULNES,-34.58823711,-58.4112939,"16,319"
2017,July,CALLAO,-34.59963955,-58.39312518,"15,714"
2017,July,CALLAO.B,-34.60441954,-58.39231424,"17,522"
2017,July,CARABOBO,-34.62666659,-58.4567098,"10,362"
2017,July,CARLOS GARDEL,-34.60407952,-58.4117626,"15,329"
2017,July,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"21,287"
2017,July,CASEROS,-34.63575018,-58.39892759,"5,879"
2017,July,CASTRO BARROS,-34.61177023,-58.42181567,"8,901"
2017,July,CATEDRAL,-34.60780234,-58.37395581,"31,596"
2017,July,CONGRESO,-34.60922568,-58.39266882,"12,870"
2017,July,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"31,473"
2017,July,CONSTITUCION,-34.62761945,-58.38143443,"76,611"
2017,July,CORDOBA,-34.59845511,-58.4037215,"4,982"
2017,July,CORRIENTES,-34.6044902,-58.40545033,"5,342"
2017,July,DIAGONAL NORTE,-34.60484374,-58.37952998,"6,055"
2017,July,DORREGO,-34.59171815,-58.44757309,"13,667"
2017,July,ECHEVERRIA,-34.57779738,-58.4810135,"6,560"
2017,July,EMILIO MITRE,-34.63104184,-58.44217071,"5,316"
2017,July,ENTRE RIOS,-34.62271967,-58.3915117,"2,367"
2017,July,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"16,855"
2017,July,FEDERICO LACROZE,-34.58719785,-58.45502929,"25,040"
2017,July,FLORES,-34.62908723,-58.46354051,"11,011"
2017,July,FLORIDA,-34.60329729,-58.37507152,"19,509"
2017,July,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,917"
2017,July,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"9,117"
2017,July,HOSPITALES,-34.64126894,-58.41238515,"8,880"
2017,July,HUMBERTO I,-34.62309232,-58.40232273,"4,960"
2017,July,INCLAN,-34.62937566,-58.40096956,"4,326"
2017,July,INDEPENDENCIA,-34.6181256,-58.38017361,"13,706"
2017,July,INDEPENDENCIA,-34.61793739,-58.38153494,"13,706"
2017,July,JOSE HERNANDEZ,-34.56621524,-58.4521256,"11,746"
2017,July,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,547"
2017,July,JUJUY,-34.62386571,-58.40293658,"2,833"
2017,July,JURAMENTO,-34.56230909,-58.45648913,"16,648"
2017,July,LAS HERAS,-34.58746155,-58.39721558,"11,818"
2017,July,LAVALLE,-34.60176992,-58.37815578,"9,547"
2017,July,LEANDRO N. ALEM,-34.6029895,-58.36992985,"24,616"
2017,July,LIMA,-34.60909981,-58.3822324,"7,966"
2017,July,LORIA,-34.61078169,-58.41518571,"7,110"
2017,July,LOS INCAS,-34.58124885,-58.47424083,"9,353"
2017,July,MALABIA,-34.59896736,-58.4397715,"18,190"
2017,July,MARIANO MORENO,-34.61261728,-58.38044447,"7,573"
2017,July,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,729"
2017,July,MEDRANO,-34.6031649,-58.42096247,"16,877"
2017,July,MINISTRO CARRANZA,-34.57517836,-58.43501353,"10,992"
2017,July,OLLEROS,-34.57001231,-58.44466815,"12,616"
2017,July,ONCE,-34.60893524,-58.40603638,"10,458"
2017,July,PALERMO,-34.57842202,-58.42571144,"18,076"
2017,July,PASCO,-34.60964596,-58.39842699,"3,548"
2017,July,PASTEUR,-34.60464297,-58.39947426,"12,717"
2017,July,PATRICIOS,-34.63840599,-58.40579483,"7,884"
2017,July,PERU,-34.60855907,-58.37426773,"12,591"
2017,July,PICHINCHA,-34.62310987,-58.39706807,"2,269"
2017,July,PIEDRAS,-34.60888172,-58.37908515,"7,066"
2017,July,PLAZA DE MAYO,-34.60881031,-58.3709685,"17,753"
2017,July,PLAZA ITALIA,-34.58141119,-58.42119601,"11,736"
2017,July,PLAZA MISERERE,-34.60981725,-58.40670712,"12,453"
2017,July,PRIMERA JUNTA,-34.62040521,-58.44117763,"11,927"
2017,July,PUAN,-34.62352895,-58.44864765,"6,670"
2017,July,PUEYRREDON,-34.60458106,-58.40539944,"12,420"
2017,July,PUEYRREDON.D,-34.59442572,-58.40239534,"10,210"
2017,July,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"8,216"
2017,July,RETIRO,-34.59211436,-58.37584984,"71,304"
2017,July,RETIRO,-34.59119381,-58.37401822,"71,304"
2017,July,RIO DE JANEIRO,-34.61520561,-58.42950032,"10,024"
2017,July,ROSAS,-34.57431891,-58.48638535,"25,262"
2017,July,SAENZ PEÑA,-34.60941259,-58.38677719,"8,817"
2017,July,SAN JOSE,-34.62233949,-58.38514855,"2,611"
2017,July,SAN JUAN,-34.62191673,-58.37992118,"6,477"
2017,July,SAN PEDRITO,-34.63070709,-58.46963963,"25,724"
2017,July,SANTA FE,-34.5945254,-58.40237618,"8,355"
2017,July,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"12,398"
2017,July,TRIBUNALES,-34.60158717,-58.38514236,"14,921"
2017,July,TRONADOR,-34.58409462,-58.4662272,"5,387"
2017,July,URQUIZA,-34.62465379,-58.40939078,"2,987"
2017,July,URUGUAY,-34.60409355,-58.38729613,"16,730"
2017,July,VARELA,-34.64013735,-58.45789176,"2,125"
2017,July,VENEZUELA,-34.61524215,-58.40473172,"6,417"
2017,August,9 DE JULIO,-34.6042452,-58.38057434,"7,981"
2017,August,ACOYTE,-34.61827997,-58.43642853,"11,119"
2017,August,AGUERO,-34.59162784,-58.40716132,"8,990"
2017,August,ALBERTI,-34.60983358,-58.40120753,"3,785"
2017,August,ANGEL GALLARDO,-34.60216223,-58.43127386,"12,387"
2017,August,AVENIDA DE MAYO,-34.60898331,-58.38061072,"5,000"
2017,August,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,064"
2017,August,BOEDO,-34.62536611,-58.41553282,"3,760"
2017,August,BOLIVAR,-34.60924243,-58.37368422,"10,567"
2017,August,BULNES,-34.58823711,-58.4112939,"14,224"
2017,August,CALLAO,-34.59963955,-58.39312518,"13,076"
2017,August,CALLAO.B,-34.60441954,-58.39231424,"14,977"
2017,August,CARABOBO,-34.62666659,-58.4567098,"8,551"
2017,August,CARLOS GARDEL,-34.60407952,-58.4117626,"13,965"
2017,August,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"19,808"
2017,August,CASEROS,-34.63575018,-58.39892759,"4,849"
2017,August,CASTRO BARROS,-34.61177023,-58.42181567,"7,406"
2017,August,CATEDRAL,-34.60780234,-58.37395581,"25,960"
2017,August,CONGRESO,-34.60922568,-58.39266882,"10,539"
2017,August,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"25,836"
2017,August,CONSTITUCION,-34.62761945,-58.38143443,"58,917"
2017,August,CORDOBA,-34.59845511,-58.4037215,"4,224"
2017,August,CORRIENTES,-34.6044902,-58.40545033,"4,472"
2017,August,DIAGONAL NORTE,-34.60484374,-58.37952998,"4,828"
2017,August,DORREGO,-34.59171815,-58.44757309,"11,278"
2017,August,ECHEVERRIA,-34.57779738,-58.4810135,"5,478"
2017,August,EMILIO MITRE,-34.63104184,-58.44217071,"4,500"
2017,August,ENTRE RIOS,-34.62271967,-58.3915117,"1,977"
2017,August,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"14,282"
2017,August,FEDERICO LACROZE,-34.58719785,-58.45502929,"20,416"
2017,August,FLORES,-34.62908723,-58.46354051,"9,021"
2017,August,FLORIDA,-34.60329729,-58.37507152,"14,158"
2017,August,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,353"
2017,August,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"7,429"
2017,August,HOSPITALES,-34.64126894,-58.41238515,"7,236"
2017,August,HUMBERTO I,-34.62309232,-58.40232273,"4,165"
2017,August,INCLAN,-34.62937566,-58.40096956,"3,671"
2017,August,INDEPENDENCIA,-34.6181256,-58.38017361,"11,449"
2017,August,INDEPENDENCIA,-34.61793739,-58.38153494,"11,449"
2017,August,JOSE HERNANDEZ,-34.56621524,-58.4521256,"9,622"
2017,August,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,126"
2017,August,JUJUY,-34.62386571,-58.40293658,"2,431"
2017,August,JURAMENTO,-34.56230909,-58.45648913,"14,052"
2017,August,LAS HERAS,-34.58746155,-58.39721558,"10,230"
2017,August,LAVALLE,-34.60176992,-58.37815578,"7,775"
2017,August,LEANDRO N. ALEM,-34.6029895,-58.36992985,"18,626"
2017,August,LIMA,-34.60909981,-58.3822324,"6,519"
2017,August,LORIA,-34.61078169,-58.41518571,"5,979"
2017,August,LOS INCAS,-34.58124885,-58.47424083,"7,855"
2017,August,MALABIA,-34.59896736,-58.4397715,"15,370"
2017,August,MARIANO MORENO,-34.61261728,-58.38044447,"6,127"
2017,August,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,517"
2017,August,MEDRANO,-34.6031649,-58.42096247,"14,241"
2017,August,MINISTRO CARRANZA,-34.57517836,-58.43501353,"9,316"
2017,August,OLLEROS,-34.57001231,-58.44466815,"10,438"
2017,August,ONCE,-34.60893524,-58.40603638,"8,928"
2017,August,PALERMO,-34.57842202,-58.42571144,"15,433"
2017,August,PASCO,-34.60964596,-58.39842699,"2,863"
2017,August,PASTEUR,-34.60464297,-58.39947426,"10,339"
2017,August,PATRICIOS,-34.63840599,-58.40579483,"6,534"
2017,August,PERU,-34.60855907,-58.37426773,"9,374"
2017,August,PICHINCHA,-34.62310987,-58.39706807,"1,949"
2017,August,PIEDRAS,-34.60888172,-58.37908515,"5,899"
2017,August,PLAZA DE MAYO,-34.60881031,-58.3709685,"15,975"
2017,August,PLAZA ITALIA,-34.58141119,-58.42119601,"10,482"
2017,August,PLAZA MISERERE,-34.60981725,-58.40670712,"10,258"
2017,August,PRIMERA JUNTA,-34.62040521,-58.44117763,"9,924"
2017,August,PUAN,-34.62352895,-58.44864765,"5,616"
2017,August,PUEYRREDON,-34.60458106,-58.40539944,"10,139"
2017,August,PUEYRREDON.D,-34.59442572,-58.40239534,"8,430"
2017,August,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"6,891"
2017,August,RETIRO,-34.59211436,-58.37584984,"59,340"
2017,August,RETIRO,-34.59119381,-58.37401822,"59,340"
2017,August,RIO DE JANEIRO,-34.61520561,-58.42950032,"8,479"
2017,August,ROSAS,-34.57431891,-58.48638535,"21,214"
2017,August,SAENZ PEÑA,-34.60941259,-58.38677719,"7,135"
2017,August,SAN JOSE,-34.62233949,-58.38514855,"2,196"
2017,August,SAN JUAN,-34.62191673,-58.37992118,"5,102"
2017,August,SAN PEDRITO,-34.63070709,-58.46963963,"20,514"
2017,August,SANTA FE,-34.5945254,-58.40237618,"6,852"
2017,August,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"10,322"
2017,August,TRIBUNALES,-34.60158717,-58.38514236,"11,967"
2017,August,TRONADOR,-34.58409462,-58.4662272,"4,410"
2017,August,URQUIZA,-34.62465379,-58.40939078,"2,523"
2017,August,URUGUAY,-34.60409355,-58.38729613,"13,638"
2017,August,VARELA,-34.64013735,-58.45789176,"1,813"
2017,August,VENEZUELA,-34.61524215,-58.40473172,"5,426"
2017,September,9 DE JULIO,-34.6042452,-58.38057434,"8,262"
2017,September,ACOYTE,-34.61827997,-58.43642853,"11,538"
2017,September,AGUERO,-34.59162784,-58.40716132,"9,328"
2017,September,ALBERTI,-34.60983358,-58.40120753,"3,936"
2017,September,ANGEL GALLARDO,-34.60216223,-58.43127386,"12,615"
2017,September,AVENIDA DE MAYO,-34.60898331,-58.38061072,"4,901"
2017,September,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,207"
2017,September,BOEDO,-34.62536611,-58.41553282,"3,854"
2017,September,BOLIVAR,-34.60924243,-58.37368422,"10,369"
2017,September,BULNES,-34.58823711,-58.4112939,"14,548"
2017,September,CALLAO,-34.59963955,-58.39312518,"13,481"
2017,September,CALLAO.B,-34.60441954,-58.39231424,"15,379"
2017,September,CARABOBO,-34.62666659,-58.4567098,"9,019"
2017,September,CARLOS GARDEL,-34.60407952,-58.4117626,"14,449"
2017,September,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"18,977"
2017,September,CASEROS,-34.63575018,-58.39892759,"5,122"
2017,September,CASTRO BARROS,-34.61177023,-58.42181567,"7,762"
2017,September,CATEDRAL,-34.60780234,-58.37395581,"27,322"
2017,September,CONGRESO,-34.60922568,-58.39266882,"10,515"
2017,September,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"27,483"
2017,September,CONSTITUCION,-34.62761945,-58.38143443,"62,027"
2017,September,CORDOBA,-34.59845511,-58.4037215,"4,439"
2017,September,CORRIENTES,-34.6044902,-58.40545033,"4,793"
2017,September,DIAGONAL NORTE,-34.60484374,-58.37952998,"4,963"
2017,September,DORREGO,-34.59171815,-58.44757309,"11,699"
2017,September,ECHEVERRIA,-34.57779738,-58.4810135,"5,779"
2017,September,EMILIO MITRE,-34.63104184,-58.44217071,"4,758"
2017,September,ENTRE RIOS,-34.62271967,-58.3915117,"1,927"
2017,September,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"14,694"
2017,September,FEDERICO LACROZE,-34.58719785,-58.45502929,"21,384"
2017,September,FLORES,-34.62908723,-58.46354051,"9,500"
2017,September,FLORIDA,-34.60329729,-58.37507152,"16,984"
2017,September,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,367"
2017,September,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"7,701"
2017,September,HOSPITALES,-34.64126894,-58.41238515,"7,672"
2017,September,HUMBERTO I,-34.62309232,-58.40232273,"4,373"
2017,September,INCLAN,-34.62937566,-58.40096956,"3,857"
2017,September,INDEPENDENCIA,-34.6181256,-58.38017361,"12,213"
2017,September,INDEPENDENCIA,-34.61793739,-58.38153494,"12,213"
2017,September,JOSE HERNANDEZ,-34.56621524,-58.4521256,"10,123"
2017,September,JOSE MARIA MORENO,-34.62801755,-58.43381625,"3,264"
2017,September,JUJUY,-34.62386571,-58.40293658,"2,499"
2017,September,JURAMENTO,-34.56230909,-58.45648913,"14,502"
2017,September,LAS HERAS,-34.58746155,-58.39721558,"10,268"
2017,September,LAVALLE,-34.60176992,-58.37815578,"7,904"
2017,September,LEANDRO N. ALEM,-34.6029895,-58.36992985,"19,678"
2017,September,LIMA,-34.60909981,-58.3822324,"6,558"
2017,September,LORIA,-34.61078169,-58.41518571,"6,280"
2017,September,LOS INCAS,-34.58124885,-58.47424083,"8,200"
2017,September,MALABIA,-34.59896736,-58.4397715,"15,684"
2017,September,MARIANO MORENO,-34.61261728,-58.38044447,"6,195"
2017,September,MEDALLA MILAGROSA,-34.63638919,-58.45027826,"1,563"
2017,September,MEDRANO,-34.6031649,-58.42096247,"14,867"
2017,September,MINISTRO CARRANZA,-34.57517836,-58.43501353,"9,465"
2017,September,OLLEROS,-34.57001231,-58.44466815,"11,068"
2017,September,ONCE,-34.60893524,-58.40603638,"9,571"
2017,September,PALERMO,-34.57842202,-58.42571144,"15,932"
2017,September,PASCO,-34.60964596,-58.39842699,"3,027"
2017,September,PASTEUR,-34.60464297,-58.39947426,"11,181"
2017,September,PATRICIOS,-34.63840599,-58.40579483,"6,880"
2017,September,PERU,-34.60855907,-58.37426773,"9,711"
2017,September,PICHINCHA,-34.62310987,-58.39706807,"2,006"
2017,September,PIEDRAS,-34.60888172,-58.37908515,"6,199"
2017,September,PLAZA DE MAYO,-34.60881031,-58.3709685,"16,003"
2017,September,PLAZA ITALIA,-34.58141119,-58.42119601,"10,542"
2017,September,PLAZA MISERERE,-34.60981725,-58.40670712,"11,156"
2017,September,PRIMERA JUNTA,-34.62040521,-58.44117763,"10,618"
2017,September,PUAN,-34.62352895,-58.44864765,"5,753"
2017,September,PUEYRREDON,-34.60458106,-58.40539944,"10,761"
2017,September,PUEYRREDON.D,-34.59442572,-58.40239534,"8,868"
2017,September,PZA. DE LOS VIRREYES,-34.64331216,-58.46165176,"7,233"
2017,September,RETIRO,-34.59211436,-58.37584984,"62,344"
2017,September,RETIRO,-34.59119381,-58.37401822,"62,344"
2017,September,RIO DE JANEIRO,-34.61520561,-58.42950032,"8,667"
2017,September,ROSAS,-34.57431891,-58.48638535,"21,958"
2017,September,SAENZ PEÑA,-34.60941259,-58.38677719,"7,442"
2017,September,SAN JOSE,-34.62233949,-58.38514855,"2,281"
2017,September,SAN JUAN,-34.62191673,-58.37992118,"5,086"
2017,September,SAN PEDRITO,-34.63070709,-58.46963963,"22,558"
2017,September,SANTA FE,-34.5945254,-58.40237618,"7,285"
2017,September,SCALABRINI ORTIZ,-34.58515594,-58.41595542,"10,751"
2017,September,TRIBUNALES,-34.60158717,-58.38514236,"12,506"
2017,September,TRONADOR,-34.58409462,-58.4662272,"4,562"
2017,September,URQUIZA,-34.62465379,-58.40939078,"2,673"
2017,September,URUGUAY,-34.60409355,-58.38729613,"14,193"
2017,September,VARELA,-34.64013735,-58.45789176,"1,928"
2017,September,VENEZUELA,-34.61524215,-58.40473172,"5,696"
2017,October,9 DE JULIO,-34.6042452,-58.38057434,"9,492"
2017,October,ACOYTE,-34.61827997,-58.43642853,"12,511"
2017,October,AGUERO,-34.59162784,-58.40716132,"10,290"
2017,October,ALBERTI,-34.60983358,-58.40120753,"4,341"
2017,October,ANGEL GALLARDO,-34.60216223,-58.43127386,"13,771"
2017,October,AVENIDA DE MAYO,-34.60898331,-58.38061072,"6,024"
2017,October,AVENIDA LA PLATA,-34.62701547,-58.42678902,"4,634"
2017,October,BOEDO,-34.62536611,-58.41553282,"4,176"
2017,October,BOLIVAR,-34.60924243,-58.37368422,"12,268"
2017,October,BULNES,-34.58823711,-58.4112939,"15,675"
2017,October,CALLAO,-34.59963955,-58.39312518,"15,233"
2017,October,CALLAO.B,-34.60441954,-58.39231424,"16,385"
2017,October,CARABOBO,-34.62666659,-58.4567098,"9,860"
2017,October,CARLOS GARDEL,-34.60407952,-58.4117626,"14,340"
2017,October,CARLOS PELLEGRINI,-34.60363711,-58.38071485,"20,621"
2017,October,CASEROS,-34.63575018,-58.39892759,"5,525"
2017,October,CASTRO BARROS,-34.61177023,-58.42181567,"8,574"
2017,October,CATEDRAL,-34.60780234,-58.37395581,"30,897"
2017,October,CONGRESO,-34.60922568,-58.39266882,"12,214"
2017,October,CONGRESO DE TUCUMAN,-34.55564177,-58.46237841,"30,494"
2017,October,CONSTITUCION,-34.62761945,-58.38143443,"68,461"
2017,October,CORDOBA,-34.59845511,-58.4037215,"5,094"
2017,October,CORRIENTES,-34.6044902,-58.40545033,"5,293"
2017,October,DIAGONAL NORTE,-34.60484374,-58.37952998,"5,701"
2017,October,DORREGO,-34.59171815,-58.44757309,"12,844"
2017,October,ECHEVERRIA,-34.57779738,-58.4810135,"6,281"
2017,October,EMILIO MITRE,-34.63104184,-58.44217071,"5,138"
2017,October,ENTRE RIOS,-34.62271967,-58.3915117,"2,251"
2017,October,FACULTAD DE MEDICINA,-34.59975708,-58.39792376,"16,454"
2017,October,FEDERICO LACROZE,-34.58719785,-58.45502929,"23,708"
2017,October,FLORES,-34.62908723,-58.46354051,"10,449"
2017,October,FLORIDA,-34.60329729,-58.37507152,"18,603"
2017,October,GENERAL BELGRANO,-34.61284911,-58.37758089,"2,830"
2017,October,GENERAL SAN MARTIN,-34.5950574,-58.37781905,"8,898"
2017,October,HOSPITALES,-34.64126894,-58.41238515,"8,122"
